Word/Phrase,Description & Definition
tou,", n. A coastal tree with orange flowers (Cordia subcordata). ‘E tou te rākau i te ngūtupa i tōna ‘are. the doors in his house are made out of tou wood; ‘eia‘a tēnā potongā tou? what is that piece of tou timber for? [Pn. *tou1.]  ILL"
tou,", Cordia  subcordata"
to‘u,"1, (-a, -‘ia, -na). point out, identify, recognise. Kua to‘u ‘aia ki te tangata tei tāmataku iāia. she pointed to the person who had threatened her; kāre e rauka iāku kia to‘u i taua ngā tāngatā ra. I can’t identify those two men; kāre au i manako ē kā to‘u ‘aia iāku. I didn’t think that he’d identify me; kua to‘ua rātou e te ‘akavā i te ‘oro‘anga. the police recognised them as they were making off. [Ep. *tofu3.]"
to‘u,"2, (-a, -na), v.i. 1. Spotted, stained, discoloured. Kua to‘u tō pona i te tāpou meika. your shirt was stained with banana sap; ‘Ākara, ka to‘una tō kāka‘u. look out, you‘ll stain your clothes. To‘u kerekere, black spotted or marked, bruised. Kua to‘u kerekere tōku kakī  i te kuku‘ia‘anga e te tangata kino. the criminal left dark bruises where he grabbed me by the neck; ‘e ‘apinga to‘u kerekere tei muri i tōna tua. there is a black mark (or bruise) on his back; kua to‘u kerekere tōna pākiri nō te anu. his skin was blue with cold. 2. Dark (of colours). ‘E matie to‘u tāku ka ‘inangaro. I want a dark green. 3. A spot, stain. ‘Ea‘a tērā to‘u i runga i tōna rae? What is that spot on his forehead? tō‘unga‘unga, (-‘ia), v.i. Fall in small or scattered drops, drizzle. Kua tō‘unga‘unga te ua. it is spitting with rain; kāre tāua e mā‘ū, ‘e ua tō‘unga‘unga ‘ua. we shan’t get wet, it’s only a light drizzle (a few spots); mei te tō‘unga‘unga ai te ua ē kua pakari tākiri. the rain turned from a light drizzle to a real downpour; ka tō‘unga-‘unga‘ia koe e te ua mē no‘o koe ki kona. you‘ll get drips on you if you stay there."
to‘uto‘u,"1, (-a, -‘ia, -na), fq. to‘u1. Point out, recognise. Kua to‘uto‘u ‘aia ki te au ‘apinga tāna ka ‘inangaro. he pointed out the things he would want; to‘uto‘una ki te rākau. point them out with the stick; kua to‘uto‘u‘ia e te tamaiti te aronga tei titiri iāia ki roto i te vai. the boy pointed out the ones who had thrown him in the water; kua tī to‘u ‘aia i tōna rima ki roto i te vai ē kua to‘uto‘u ‘aere ki runga i tōna rae ē oti ki runga i tōna umauma. he dipped his finger in the water and crossed himself (pointed to his forehead and breast)."
to‘uto‘u,"2, fq. to‘u2. 1. Stained, spotted. Kua to‘uto‘u tōna pākiri i te meitaki‘anga te ‘ōni‘o. when the chickenpox cleared up it left spots on his skin; kāre au e ‘a‘ao i tēnā pona to‘uto‘u. I‘m not wearing that stained shirt. 2. Spots, stains. ‘E au to‘uto‘u ‘aere tei runga i tōna moenga. there are stains on her mat. [Ce. *tofu5.] tū1, v.i. 1. Stand, stand erect, get up. ‘E mataku au i te tū ki kona. I daren’t (go and) stand there; tū ake! stand up and get out of the way!; e tū, kua ao. get up, it is daylight; kua tū ‘aka‘ou te ‘Atu mei te mate mai. The Lord rose again from death; kua tū te ‘iku o te puakaoa ki runga i te kite atu‘anga i tōna pū. the dog’s tail went up when it saw its master; kua tū te taringa o te ‘oro‘enua. the horse’s ears pricked up; e tī pū i te nū e tū ra i te pae i te ‘are. cut down the coconut palm standing beside the house; e ‘akano‘o i te aronga tū ‘ua. let the people standing up sit down. No‘o tū, sit upright, sit on one’s heels. ‘Ea‘a koe i no‘o tū ei? Why are you sitting on your heels? Tū tikatika, stand to attention. Kua tū tikatika ‘aia i te pāti‘anga te reva nā mua iāia. he stood to attention as the colours passed before him. Te tū ‘aka‘ou ‘anga o te ‘Atu, the resurrection of the Lord. 2. rest in position. E tuku i te matau kia tū ka tatara ai i te rū. pay out the hook until it reaches the bottom before you shake the weight off. 3. Rise (as shoal of flying fish about to spawn). Kua tū te māroro. the flying fish have risen to spawn. 4. Get up (of the wind), form, come over (of clouds). Kua tū pō‘itirere mai te matangi. the wind got up suddenly; kua tū mai taua tumurangi kerekerē ra ē kāre i roa kua ua. the mass of black clouds drifted over and before long it came on to rain. 5. Establish itself, form (as thought in mind), endure, last. Kua tū te ‘ī vangeria ki taua ‘enuā ra ē pararauare atū ra ki te tuāmotu. the Gospel became established on that island whence it spread to the outer islands; kāre e tū te reira tā‘okota‘i. that organisation won’t get going; kā tū Tōna aro‘a ē tuātau ‘ua atu. His love will abide eternally; kua tū mai tēta‘i manako meitaki ki roto i tōna ngākau. a good resolution formed itself in his heart; mē tū te reira manako ki roto iāia, kāre e rauka kia tāmate. once that idea gets hold of him, there will be no getting rid of it. 6. (-a, -‘ia, -ria). catch (illness, disease). tū i te mamae, suffer pain; kua tū ‘aia i te maki ‘ōni‘o. he caught chickenpox; tū i te kikoni‘o, get warts; kua tū‘ia ‘aia e te mī tara. he’s got measles; kua tū‘ia te tangata kātoatoa e te mare. everyone was overcome with coughing (or all caught colds). 7. Possess, get, receive a share. Kua tū au i tēnā meika, nā Vare i ‘ōmai i tāku ‘uri. I’ve got that (type of) banana, it was Vare who gave me the shoots; kāre ‘aia i tū i te kai nō tei tāvarevare. he didn’t get any food because he was too late; kua tū ‘aia i te moni. he has some money; kua tū ‘aka‘ou ‘aia i te ‘anga‘anga. he is in another job now. 8. Win, be victorious. Kua tū rātou i taua tamaki‘angā ra. they won that war. Tū-‘oe, tū‘oe, helmsman, steersman. Ko Taka te tū-‘oe o taua potī  ra. Taka is the helmsman on that boat. Tū ‘ua, (1) Straight, full tilt, headlong. Kua ‘oro tū ‘ua mai ‘aia ki runga iāku ē kua moto iāku. he came dashing right at me and punched me; kua ‘eke tū ‘ua mai te ika ki roto i te kupenga. the fish swam full tilt into the net; kua anga tū ‘ua ‘aia ki te moana. he faced straight out to sea. (2) Standing idle, doing nothing, loaf(ing), etc. ‘E a‘a kōtou i tū ‘ua ai, i kore ai e rave i tēta‘i ‘anga‘anga nā kōtou? What are you just standing around for and not doing something (worthwhile)? Ka ‘akapē‘ea, kā tū ‘ua tātou? What then, shall we just loaf around? (said in a sarcastic manner). [Pn. *tu‘u1.] tū2, n. Appearance, character, nature, quality, behaviour, style, way, method; variety, type, kind; having a certain appearance, nature, etc. Mei te a‘a rāi te tū o te reira ‘apinga? What exactly does the thing look like?; kāre au i manako ē kua kite koe i te tū o te reira tangata. I don’t think you know the character of the man; mē ko te tū ia o tēnā kāka‘u, kā ‘oko au. if the material is like that, I‘ll buy it; ko te tū tēia o tā mātou tā‘okota‘i. this is the way our organisation works; ko tēta‘i tū meika tēia, tē vaī  ra tēta‘i tū. this is one type of banana, there is another sort; tēia tū mātipi, this sort of knife; Mei tēia te tū, like this. E rave koe mei tēia te tū. do it like this. Tū ā, resembling, having the quality of, rather in the style of. ‘E manu tū ā mokorā taua manū ra. it is a bird something like a duck; kua tū ā tangata ‘aia i teia nei i te pākoti‘ia‘anga tōna rauru. he looks a bit more like a human being now he has his hair cut. Tū katau, (be) naturally suited, feel right and natural (as a left-handed person using his left hand), dextrous, handy, skilful; dexterity, etc. Kāre au e tū katau meitaki ana i teia tua. I‘m not very comfortable on this side; ko tōku tua tū katau tēia i te ‘apai. this is my best side for carrying things; ko te tangata tū katau te reira nō te reira ‘anga‘anga. he is the right man for that job; ‘e tangata va‘a tū katau ‘aia i te tuatua. he is a naturally gifted speaker. Tū kaui, be awkward, clumsy, ill fitted, feel wrong (as a person using his wrong side). Nō te pukupuku i taua rākaū ra, nō reira ‘aia i tū kaui ei i te ‘apai. the log was bumpy, that’s why he found it so awkward to carry; ko tōku rima kaui, ko tōku rima tū kaui te reira i te ‘anga‘anga. my left is my wrong hand for doing anything with; nō te tū kaui iāia i te reira tua, nō reira māua i tiēni ei. because it was awkward for him on that side, we changed round; kāre ‘aia e tano ‘ei va‘a tuatua, ‘e tangata tū kaui ‘aia. he won’t do for the spokesman, he is awkward at it."
tua,"1, (tuā‘ia). 1. Tell a story. Tuā‘ia tā‘au tua kia pou ka ‘aere ei tātou kā kanga. finish telling your story before we go and play. 2. n. A story, legend. E mūtēkī  kōtou, kia tua au kia kōtou i tēta‘i tua. keep quiet and I‘ll tell you a story. Puka tua, storybook. Tangata tātā tua, author (of fiction, etc.)."
tua,"2, n. 1. Back. Kua mamae taku tua. my back hurts; ‘e manu tua tea, a white backed bird. Tuā‘onu, a turtle’s shell. ‘E tuā ‘onu mānea tei tuku‘ia nāna. it was a lovely turtle’s shell he was given. Tua-puku, humpbacked. ‘E tangata tuapuku tei tuatua kiāia. a man with a humped back spoke to him. 2. Ridge (of moun-tain, swell of ground), crest (of wave), bottom (of inverted bowl, trough, canoe etc.). Te tua o te maunga, the ridge of the mountain; ‘e maunga tuatea ē te teitei, a high, white-capped mountain; tē tāpatekā ra ‘aia i te tua o te vaka. he is planing down the hull of the canoe (upside down on the beach). 3. Surface (e.g. land, sea), face (e.g. the outside or right side of mat, material, etc). ‘E ngā‘i tua kirikiri tei reira. the (surface of the) ground there is strewn with pebbles; kua karekare te tua o te moana. the surface of the sea was ruffled; te tua o te ‘enua, the surface of the ground; ‘e ngā‘i tuamarō tērā. the (surface of the) ground is dry there; ‘e moenga tuarua tei raranga‘ia. it was a double-fronted mat that’s being plaited (i.e. reversible, having two right sides); kua tuatua‘ia ē tē no‘ō ra ‘aia i te rangi tuatoru. they say he is living up there in the third level of the sky; kua toto‘a te maki nā runga i te tua o te ‘enua. the disease spread throughout the country. Tuā‘are, the floor of a house. Kimia ki raro i te tuā‘are. search under the floor of the house. Tuārangi, the (vault of the) sky, cloud cover, clouds. ‘Ea‘a rā te tuārangi i muramura pērā ai? Why is the sky red like that?; kua ngaro te ‘ētū ki muri i te tuārangi. the star disappeared behind the clouds. Tuārepo, banked, irrigated taro patches. ‘Auraka e tuku i te ‘oro‘enua kia ori nā runga i te tuārepo. don’t let the horse stray over the taro patches. 4. Side or end (e.g. house). E tū koe ki teia tua kā tū au ki tērā tua. you stand on this side and I‘ll go and stand on that side; te tua roa (poto) o te ngā‘i tu‘e‘anga pōro. the long side (or short side or end) of the football pitch; e tī pū i te ika i rotopū ka ‘apai ei i tēta‘i tua nā‘au. cut the fish in two and take one piece for yourself. 5. loc. n. Out at sea, outside the reef. Mē marino te tai āpōpō, ka ‘aere māua ki tua tautai ei. if the sea is calm tomorrow, we‘ll go out to sea fishing; ‘e pa‘ī  tei tua, ko Tiare Tāporo pa‘a. there is a ship out to sea, maybe it is Tiare Tāporo. 6. To, or on, the ocean side of an atoll. Te tuāmotu, the scattered outer islands, out-lying islands. Kua ‘aere te au vaka ki te tuāmotu. the canoes sailed to the outlying islands. [Pn. *tu‘a.] tūā, (Bib. tuā). Replace, substitute, repair; raise, move. Te tūā maī  ra rāua i te vaka. They are repairing the canoes; E tūā mai ana i tēnā tua ki runga. Raise that end (side) up. tu‘a1. Spit out. ‘Ei a‘a e tu‘a ‘uāvare ki kona. don’t spit there. (See tūtu‘a.) [Ce. *tufa2.]"
tu‘a,"2, (-‘ia, tu‘ā‘ia). 1. Distribute, share out, allocate, divide up. Kua tu‘a ‘aia i tōna ‘apinga nō te aronga puta‘ua. he distributed his belongings amongst the poor; kua oti iāku i te tu‘a taki ‘ā, ko tēia tei toe mai. I’ve divided them out in groups of four, these are ones left over; e tu‘a koe i tā tāua ika. you share out our fish; kua tu‘ā‘ia te ika, ē kua tū te kātoatoa. the fish were distributed and everyone had a share. Tu‘a kērero, to share out by lot, to draw lots for something. Kua tu‘a kērero rātou i taua ‘apingā ra ē kā peke kiā ‘ai. they drew lots to see who should have it. 2. Give someone a share. Kua tu‘a au i tēta‘i ‘enua nōna. I gave him a piece of land. [Pn. *tufa1.] tuaero. Twelve noon, the middle of the day. Te tuaero i te pō, twelve mid-night. Kua topa tā tātou ‘uipā‘anga ki muri ake i te tuaero ‘akaoti ei. our meeting went on past midnight before it finished; kua tuaero, ka kaikai tātou. it’s twelve o‘clock now, let’s have our food; ‘Āpa nō te ora tuaero, half past twelve."
tu‘anga,", nom. Share, piece, part. Kua ‘ōake ‘aia i tāna tu‘anga nā tōna taeake. he gave his piece to his friend; tei iāku te tu‘anga ma‘ata, tei iāia te tu‘anga meangiti. I got the big bit and he got the little one; tēta‘i tu‘anga ‘ua o te ‘oko, only a fraction of the cost. [tu‘a2, -nga.]"
tuai,", n. A coconut grater, a shredding implement, usually made of bone or steel. Varuvarua te ‘akari ki te tuai. grate the coconut up with the tuai; ‘e ‘āuri ma‘ani tuai tē reira nāku. I‘m going to make myself a shredder with that piece of steel. [Np. *tuai.]"
tua‘ine,", n. Sister or female cousin (of a man). ‘ī  rua ōna tuā‘ine, kua ‘akaipoipo tāne anake. he has two sisters, they are both married; kāre i ‘oki mai ake tōku ‘are tuā‘ine. my sisters aren’t back yet; ‘e tua‘ine tungāne rāua. they are brother and sister. [Ce. *tua-fine.] tuā‘ine, n., pl. tua‘ine, q.v. Sister (of a man). ‘E tuā‘ine mā‘anga tōna. he has twin sisters. tuā‘ivi, n. Ridge (up side of mountain). Tē tū ra rāua i runga i te tuā‘ivi i kite mai ei iāku i te tāreva atu‘anga i te reva. they were standing on the ridge of the mountain when they saw me waving the flag; ‘e maunga tuā‘ivi kōkota ē te tāreva ‘ua. it is a mountain with steep narrow ridges. [Pn. *tu‘a-siwi.]"
tuakana,", n. Elder brother or male cousin of man, elder sister or female cousin of woman. Ko tōku tuakana tei ‘akaipoipo tāne. my elder sister married (woman speaking); nā tōku tuakana te reira va‘ine. that’s my elder brother’s wife (man speaking); kua ‘aere tōna ‘ai tuakana ki te tamaki. his elder brothers went off to the war; ko Te‘erui ‘oki te tuakana ia rāua. Te‘erui was the older of the two brothers. [Pn. *tua-kana.] tūākapi, tūkapi, (-a, -‘ia). 1. fold back double, fold over (e.g. in turning up a hem). E tūākapi koe i te ‘iti o te kāka‘u kā tui ei kia kore e mātaratara. fold back the edge of the material and sew it down so that it won’t fray; kā tano i te tūākapi, kā pou ma‘ata rā te pēpa. it is all right to fold it back double, but you‘ll use up a lot of paper that way; ko te ngā‘i tūākapi o te kāka‘u tei matara. it is the hem on the material that has come undone; e tūākapi koe i taku pona. take up a hem on my dress. 2. Overlap, knit together (as lips of healing wound). E neke atu i teia vā‘angā punu kia tūākapi tēta‘i mānga nā runga ake i tēnā ka pātiti ei. shift this piece of galvanised (roofing iron) over a bit so that it overlaps that one before you nail it down; kāre i tūākapi ake te motu i runga i tōna vaevae. the cut on his leg hasn’t healed over yet. 3. Go round and meet (e.g. as rope round tree trunk), encircle. Kāre e tūākapi tēnā niuniu nō te poto. that wire won’t go right round it’s too short; mē kāre e tūākapi tēnā taura, e tiki mai i tēia ‘ei ‘akatae. if that rope won’t reach right around, come and get this piece to make up the length; kua tūākapi‘ia te maka‘atu ki te kupenga ē kua ‘uri‘ia te toka ki va‘o. the ends of the net were brought round to close the maka‘atu (stone fish-trap) and the coral stones (composing the trap) were thrown out. 4. Overspread, completely covered. Kua tūākapi taua ‘enuā ra i te ngāngā‘ere kino. the land was completely overgrown with weeds."
tuaki,", (-a, -‘ia, -na). Gut, remove the intestines. E tuaki i te ika kia mā meitaki. gut the fish thoroughly; kua tuaki‘ia te moa ē kua tī pūpū‘ia. the chicken was cleaned out and chopped into pieces. [Pn. *tuaki.]"
tuakopi,", (-‘ia). Fold over, hem, pleat. E tuakopi i te pēpa ‘ē toru taime. fold the paper over three times; kia oti i te tuakopi te ‘iti o te kāka‘u ka ‘apai atu ei au. I‘ll bring the material over as soon as I’ve done the hems; e tuakopi koe iā mua i tōku piripou. put the pleats in the front of my trousers; kua tuakopi‘ia te ‘iti o te ‘āriki kaingākai ki runga i te ‘āuri. she did the hems of the tablecloth on the sewing machine. (cf. tūākapi.)"
tuanu‘e,", n. A fern (Dicranopteris linearis) which is common on the infertile volcanic hills of Rarotonga and the makatea islands. Kua kako te take i taua maungā ra i te tuanu‘e. the summit of that mountain was covered with tuanu‘e fern; ‘e maunga tuanu‘e ‘ua, kāre ‘e rākau i runga. there are only tuanu‘e ferns on that mountain, there is not a tree on it. [Pn. *halufe.] tuāpara, n. 1. A shovel. Nā‘ai te tuāpara i ‘ati? Whose shovel got broken? ‘E kakau tuāpara ‘ōu tei ‘oko‘ia mai. he bought a new handle for the shovel; tē ‘akakoi tuāparā ra ‘aia. He is sharpening a shovel. 2. (-‘ia, tuāparā‘ia). Shovel. Tuāpara‘ia te kirikiri ki te ngā‘i ‘okota‘i. shovel the pebbles up in a heap. ka tuāpara au i te one tea ki ‘ea? Where shall I shovel up the white sand?; kua tuāpara ‘aia i te one ki runga. he shovelled the earth up. [Eng. shovel.]"
tuaru,", tueru, (-a, -‘ia). Drive off, repel, expel, exile, sack (from work). ‘Ea‘a ‘aia i tuaru ei iā koe ki va‘o? Why did he kick you out?; nō te tuaru mai au i te moa i roto i te one tōmāti. I’ve been chasing the fowl out of the tomato plot; kua tuaru‘ia ‘aia mei te ‘anga‘anga. he was sacked; ka tuaru tēia pēni ‘ōu i te repo. this new paint repels dirt. (cf. arumaki.) tuātatau, fq. tuātau. Periods of time, epochs. ī  tuātatau rava atu, for ever and ever. Kā no‘o koe ē tā‘au ‘uānga ki runga i tēnā ‘enua ē tuātatau rava atu. you and your issue shall live on that land for ever and ever. tuātau, tuātai, n. Time, period, season. I tupu te reira ‘uri‘ia i te tuātau i te ‘orometua ko Kātini. that hurricane occurred during Kātini’s time as mission-ary; e tuātau meitaki te reva. those were good times; ‘ea‘a te tuātau e ravea‘ia ai teia ‘anga‘anga? When is this job going to be done? Tuātau anu, the cold season. Tuku tuātau, to allow time. Kua tuku tuātau te ‘akavānui nōku kia kimi i tōku manako. the judge gave me time to think it over. ī  tuātau ‘ua atu, for ever. Nō‘ou te pātireira, te mana, ē te kakā, ē tuātau ‘ua atu. thine is the kingdom, the power, and the glory, for ever and ever."
tuati,", (-a, -‘ia). serve (food), wait at table. Nāku e ma‘ani i te kai, nā‘au e tuati. I‘ll prepare the food, you serve it; mē ka ‘inangaro tuati koe nō‘ou i te taime kaikai, tērā ‘a Pine. if you want someone to serve you during mealtimes, there is Pine over there; tuati‘ia te kai kia viviki. hurry up and serve the food. 2. Steward, waiter. ‘E tuati tāna ‘anga‘anga i runga i te pa‘ī . he is a steward (or waiter) on the ship; ‘e tauturu tuati tā māua ‘anga‘anga. we are assistant waiters. [Eng. steward.] tuatini. Legion, galore, thousands and thousands. Kua tuatini te tangata tei mātakitaki i taua tu‘e‘anga pōrō ra. thousands and thousands of people came to watch that rugby match; ‘e tuatini te tangata tei mate i taua tamaki‘angā ra. countless people lost their lives during that war; kua tuatini te ‘ētū, kāre e rauka kia tatau. there are millions of stars, it isn’t possible to count them."
tuatua,", 1. (-‘ia). Talk, say, speak, con-verse. Tē tuatuā ra rāua nō runga iā Mina. they were talking about Mina; kua tuatua‘ia ē nāna i keiā i taua toā ra. they say it was he that robbed the shop; kua tuatua te tangata iāia nō te kōpāpā i tāna varāoa. people complained about him because of the thinness of his loaves. 2. A word, words, text, talk, a message, doctrine, news, anything spoken. ‘E tuatua ta‘ito tēnā i tō mātou ‘enua. that is an old saying in our country. Tuatua a‘i, a flashed message. Tuatua ‘akakite, notice, piece of information. Tuatua ‘ōu, latest news. I rongo ana koe i te tuatua ‘ōu? have you heard (or read) the latest news?; ‘ea‘a te tuatua ‘ōu? What’s the news?; Tuatua muna, a secret. Tuatua pikika‘a, lie, false piece of news. ‘E tangata ma‘ani tuatua pikika‘a koe. you are always making up false stories. Tuatua tā‘eke, rumour. ‘E tuatua tā‘eke ‘ua te reira. it’s only a rumour. Tuatua Tapu, the Holy Word, bible. Kua ‘oko tuatua tapu ‘aia. he bought a bible. Tuatua ‘ua, just talk, mere talk. Tangata tuatua raurau, chatterbox."
tu‘atu‘a,"1, (-‘ia), fq. tū‘a1. Spit out. ‘Auraka e tu‘atu‘a i tō‘ou ‘uāvare ki kona. don’t keep spitting there; kua tu‘atu‘a‘ia e te tangata maki tōna tare ki roto i te kapu vairanga ‘uāvare. the patient spat out his phlegm into the spittoon."
tu‘atu‘a,"2, fq. tu‘a2. Share out, divide up into portions. E ‘aka‘āiteite i te ika mē tu‘atu‘a kōrua ki te tangata. share the fish out equally among the people; kia oti te kai i te tu‘atu‘a, kā rave ei i tānā‘o ē i tānā‘o tu‘anga. when the food has been divided up, let everyone take his share; kua tu‘atu‘ā‘ia te meika para ki te tamariki. the ripe bananas were shared out amongst the children. tuā‘u. Mound of earth, seedbed. E tanu i te ‘ua mōtini ki runga i te tuā‘u. sow the pumpkin seeds on the mounds; ‘eia‘a tērā au tuā‘u one ‘enua? What are those heaps of black soil for?; tē ma‘ani tuā‘u vāvā‘i ‘uri tōmātī  ra rāua. they are making beds to hold the transplanted tomato plants. Tuā‘u rūrū, seedbed. tū‘au‘au in kai tū‘au‘au, (-a, -‘ia). Squander. Ko te ‘openga te reira o te aronga kai tū‘au‘au i tō rātou ‘apinga. that’s the way people who squander their things end up. tuava. Guava fruit and tree. Ko te tuava i para meitaki tē ‘a‘aki. pick only the ripe guavas; ‘e tiāmu tuava tāna ka ‘inangaro. she would like some guava jam. [Eng. guava.]"
tue,", (-a, -‘ia). (Be) numb. Nō te anu toketoke, kua tue‘ia ōku rima. My hands were numbed because of the extreme cold."
tu‘e,", (-a, -‘ia). kick. Kua tu‘e ‘aia i te pōro ki roto i te kī ni. he kicked a goal; ‘auraka koe e ‘akatupu manamanatā ka tu‘ea koe ki va‘o. don’t make trouble or you‘ll be kicked out; ka tu‘ea koe e te ‘oro‘enua mē nā muri koe. the horse will kick you if you walk behind it. tu‘epōro, v.i. (Play) football. Ka ‘apai au iā koe ki tōku kāinga mē oti te tu‘epōro. I‘ll take you back to my house after the rugby match; kua ‘inga tō mātou pupu tu‘epōro. our football team lost. Tāmaka tu‘epōro, football boot. [Tah. tu‘e.]"
tu‘era,", v.i. Open, ajar (as door, shop, wound, any container). Kua tu‘era te pā, ‘aere ki roto. the door is open, go in; kua ‘aere rātou ki roto, kua ‘oko i tā rātou ‘apinga i te tu‘era‘anga te toa. they went in and bought their things as soon as the shop opened; Te tu‘era ‘uā ra tōna va‘a. his mouth was agape; tēnā te mō‘ina kā kite koe tē tu‘era ‘uā ra. you‘ll find the bottle there with the top off; kua tu‘era tōna pona i te motu‘anga te pitopito. his shirt gaped open when the buttons came off; tē tu‘era ‘uā ra te pārau i kite atu ei au i te poe i roto. The oyster was open when I found the pearl inside. [Ce. *tufera.] tū‘era‘era, fq. tu‘era. Open, ajar. Tē tū‘era‘era ‘uā ra te māramarama i tō kōtou ‘are i ‘aere atu ei au. the windows of your house were all open when I went over."
tueru,", (-a). Drive off. Tuerua atu kia ‘aere! Chase them away! (See tuaru.)"
tu‘etu‘e,", (-a, -‘ia), fq. tu‘e. Kick. Kua tu‘etu‘e putuputu ‘aia i te pōro ki va‘o i te vaitata‘anga  te ‘akaoti. he kept kicking the ball into touch as the final whistle approached; nō te tu‘etu‘e i taua puaka-torō ra i maringi ei te pakete ū. the bucket of milk was spilled because the cow kept kicking; ‘e puakatoro tu‘etu‘e tēia mē ‘akatē‘ia te ū. this cow keeps kicking while it is being milked."
tunga,", 1. (tungā‘ia). scabbed, weevily. ‘Akapae‘ia te kūmara tunga. put the scabby kumara aside. 2. Scabbed, covered with sores (of the scalp). E tāmā meitaki i te tunga i runga i tōna katu ka parai ei ki te vairākau. clean the sores on his head properly before you put the oint-ment on; kua tungā‘ia te katu o te pēpe. the baby’s scalp was covered with sores. 3. Boring grub, weevil (in fruit and vegetables). [Pn. *tu""a.] tūnganga. Rubbish heap. Taria te ‘ope‘ope o te rākau ki runga i te tūnganga. put the ends of the stick onto the rubbish heap. tungāne. Brother or male cousin (of a wo-man). ‘ī  rua ōku tungāne, ‘okota‘i teina. I’ve two brothers and a younger sister (woman speaking). [Pn. *tua""a‘ane.] tungatunga. Rough surfaced (esp. of timber). Kua tungatunga ā runga i te kaingākai nō tei varua ki te ‘unga mō‘ina. the top of the table is rough, it has been scraped with a piece of glass; e ‘uri i te ngā‘i tungatunga o te rākau ki roto. have the rough side of the timber turned inwards; nō te tungatunga i te rākau, nō reira i a‘u‘ia ai. the timber was planed down because it was rough. [tunga RR.] tūngia, pass. tutungi. Set fire to. Kua tūngia tō rātou ‘are ‘inapō. Their house was set alight last night. [Pn. *tu""i.]"
tungitungi,", (-a). Set fire to, set light to, light. Kua tungitungi ‘aia i te māti kia pou. he struck all the matches; nō te mā‘ū nō reira i kore ei i kā te tāruta kī kau i tōna tungitungi‘anga. they were damp, that’s why the pile of coconut leaves wouldn’t burn when he lit them; kua tungitungia ‘aia e te ‘enemi ki te ‘āuri vera. his enemies scorched him with a hot iron. [tungi RR.] tūngou, 1. droop the head, bow the head. Kua varea pa‘a ‘aia e te moe, nō reira i tūngou ‘ua ai tōna ūpoko. maybe he has dropped off to sleep, that’s why his head has dropped on his breast; kua pōkarakara rātou i tōna tūngou‘anga. they clapped as she bowed before them. 2. Raise the chin or eyebrows in a gesture of agreement, assent. [Ce. *tu(u)""ou.] tūngoungou, fq. tūngou. bow, nod. ‘Ea‘a rā ‘aia i tūngoungou ei i tōna katu? I wonder why he kept on nodding? [tūngou rR.]"
tui,"1, (-a, -‘ia). 1. Sew, stitch, string onto a thread or wire. E tui koe i te nga‘ae i runga i taku pona. stitch up the tear in my dress; tē tui kāka‘ū ra ‘aia. she is stitching a dress together (making a dress). ‘Āuri tui kāka‘u, sewing machine. Nira tui tāmaka, cobbler’s needle. Taura tui kāka‘u, cotton thread. Tē tuī  ra rātou i te ika. they‘re stringing on the fish; tuia tō ‘ei kia vave. hurry up and finish stringing your garland. 3. gore. Kua tui te puakatoro iāia. the bull gored him. 4. n. A string, stick, or wire on which fish are threaded. Kā ‘oko au i tēnā tui ika. I‘ll buy that string of fish. 5. A pole to which the net is attached and looped around; it is dragged through the water and serves as a float when paying out the net. Tērā mai te tui ‘ei tui i te kupenga. there is the pole to string the net onto. [Pn. *tui.]"
tui,"2, n. A disease producing high fever and stabbing pains. ‘E tui te maki o taua va‘inē ra i mate ei. she died of a fever that causes stabbing pains. Tui kai roro, meningitis."
tu‘i,"1, (-a, -‘ia), v.i. Rich (in taste), fatty (of foods), cloying; richness, etc. Kāre e tu‘i ana tā‘au tai ‘akari, ‘e ma‘ata roa te vai. your coconut sauce isn’t rich enough, there is too much water in it; ‘e tai ‘akari tu‘i tēia. this is a rich sauce; Nō te tu‘i i te ‘akari nō reira ‘aia i ‘akaoti ei i te kai. the coconut (flesh) was so rich he stopped eating it; kua tu‘ia ‘aia i te kai‘anga i te matū puaka. he found the pork fat cloying."
tu‘i,"2, (-a). Swear, curse (Ait. dial. = tao). ‘E a‘a koe i tu‘i ei iā ia? Why did you curse him?; ‘E tangata tu‘i tērai. He swears a lot."
tuika‘a,", n. 1. A slave. ‘Ea‘a ‘e tuika‘a mātou nā kōtou i ‘ākara ‘ua mai ei kōtou? Do you reckon we are your slaves or something, standing there watching us (while we work)? No‘o tuika‘a, live in slavery, serve as a slave. ‘ī  toru ōku mata‘iti i te no‘o tuika‘a‘anga nāna. I was his slave of three years. 2. A full-grown, specially fattened pig. ‘E puaka tuika‘a tāna i ‘apai ei ki te umukai. he took a great porker to the feast; nā‘ai rā tērā tuika‘a? Whose great pig is that? tuitārere, n. Pilgrim, wanderer, stranger, alien. Ko te tū rāi ia o te tuitārere, kāre e mou ki te ngā‘i ‘okota‘i. that’s the life of the pilgrim (or rover), he never settles in one place; ‘e tangata tuitārere ‘ua ‘aia i teia ‘enua. he is a stranger in this land; kua no‘o tuitārere ‘aia i taua ‘ōirē ra. he was a stranger in the village (not native born)."
