Word/Phrase,Description & Definition
umauma,"1, n. Chest. Kua mamae tōna umauma nō te pakari i te mare. his chest hurt with coughing so much; ‘e ‘oro‘enua umauma ‘a‘ano tērā. that’s a broad-chested horse. [uma1 RR.]"
umauma,"2, fq. uma2. engage in arm-wrestling contest. ‘Aere mai, ka umauma tātou. come on, let’s arm-wrestle. [uma2 RR.] ume. A fish, unicornfish. ‘Oakena te mīmiti ume nā te puakaoa. give the unicornfish head to the dog; tē ‘ī umē ra māua i kite ei māua i te mangō. we were angling for unicornfish when we saw the shark. [Pn. *‘ume.] ‘ūme‘e‘ē, n. Goat (Ait. dial. = Rar. puakani‘o). ūmere, 1. (-a, -‘ia). Be amazed, astonished, wonder, marvel; amazing. Kua ūmere rātou i taua tamaiti meangiti i te tae‘anga ki runga i te pū nū. they were amazed at the little boy getting to the top of the coconut palm; ka ūmere‘ia tēnā e te tangata. people will be astonished at that; ‘e mea ūmere tika ai te kite o tē reira tamaiti. it is amazing how much that boy knows. 2. Wonder. Nō tō rātou ūmere i te au mea tei ‘akaāri‘ia, nō reira kua pati rātou kia ‘akaāri ‘aka‘ou‘ia ā tēta‘i rā. they were so amazed at the show that they asked for a repeat performance another day. ūmeremere, fq. ūmere, 1. (-a, -‘ia). Be amazed, surprised. Kua ūmeremere ‘ua rātou. they were simply amazed; kua ūmeremere‘ia tō rātou māro‘iro‘i i te tu‘epōro, nō te mea ‘e rikiriki ‘ua rātou. everyone was amazed they were so strong at rugby, because they were small men. 2. Great or repeated wonder. [ūmere rR.]"
umeume,"1, 1. fq., dim. ume. Small ume. ‘E umeume tērā i roto i te vaka, taria nā‘au. there are some small unicornfish in the canoe, help yourself. 2. A small unidentified fish. Kā kite koe i te umeume ki roto i te remu. you‘ll find the umeume among the seaweed. [ume RR.]"
umeume,"2, v.i. Bathe (Ait. dial. = Rar. pā‘ī). Ko‘ai mā e umeume maī ra? Who’s bathing? ‘umi. A ten of cards. Tēia te ‘umi peti. here is the ten of spades; ‘e peā ‘umi tōna. he’s got a pair of tens. [Tah. ‘umi.] ‘ūmō, v.i. Bray, moo. Nā‘ai rā tērā puakatoro e ‘ūmō ra? whose cow is that mooing? ‘ūmoemoe, n. A kind of wrasse. ‘E ika matie tōna ivi. a fish with green bones."
umu,", n. Oven, stove, (lime) kiln. Tukuna te kai ki raro i te umu. put the food down into the oven; ‘e kīkau rau tao umu tēnā. that is a basket of leaves for covering the oven; taria mai te moa ē te puaka tunu umu. bring the chicken and pigs that have been roasted in the oven; kua māoa pa‘a tēnā umu kai. I think that oven of food is done now; ‘akatū‘ia te pū aua‘i o te umu. put the stove chimney upright; Nā‘ai tēnā umu ngaika? whose lime kiln is that? Umu papa‘a, introduced types of stove, including primus stove. Umu kāratīni, kerosene stove. Umu varāoa, bread oven. [Pn. *‘umu1.]"
umukai,", n. A feast. ‘E umukai ma‘ata tei ravea i tōna tae‘anga ki te ‘enua. a great feast was held when he arrived in the country; ka ma‘ani umukai tātou ‘ei ‘āriki i te manu‘iri mei te pā ‘enua mai. let’s hold a feast to welcome the guests from abroad. [umu, kai.]"
umutarakai,", umu tarakai. Great cere-monial feast. ‘E umutarakai tei rave‘ia, ‘e mānganui te aronga tei tae. a great feast was held and crowds of people were there."
umuumu,", 1. (-a, -‘ia). Desire intensely, be determined on sthg, strive hard towards some goal. Mē kua umuumu koe kia rauka te kite, e ‘ākono meitaki i te ‘āpi‘i. if you really want to win knowledge, concentrate on your schoolwork; kua umuumua taua tangatā ra kia mou, ‘inārā kāre rava ‘e rāvenga. the man was urgently wanted, but there was no way of catching him; ‘e tamaiti umuumu tika ai ‘aia i te tāmou i tāna ‘āpi‘i. he always tries hard to learn his lessons. 2. Earnest desire, determination. Nō tōna umuumu kia rauka te rē, kua kimi rāvenga ‘aia, ē te ‘openga, kua manuia. because he was determined to win he tried all ways and eventually  succeeded. una. Celluloid, plastic. ‘E vā‘angā-una tēia. this is a piece of celluloid; ‘e meitaki ake te karāti i‘o i te karāti una. glass tumblers are better than plastic ones. [Pn. *‘una.]"
una‘i,", (-a, -‘ia). 1. Scale a fish. Tē una‘ī ra ‘aia i te pakati. he is scaling the pakati; kua kī tōna rima i te poā-ika i tōna una‘i‘anga. his hands are all fishy from scaling. 2. n. Scale (of fish). ‘Auraka e riringi i te una‘i ika ki kona. don’t throw the fish scales over there; ‘e ika una‘i mama‘ata te maratea. the maratea has large scales. [Pn. *‘una.] ‘ūnā‘ia, pass. ‘u‘una. hide. ‘Ēnā‘ia, ‘eia‘a e ‘akaāri mai! Hide it and don’t reveal it! [Pn. *funa.] ‘una‘una (-‘ia, ‘una‘una‘ia), fq. ‘u‘una. Hide, conceal sthg. Kia vave i te ‘una‘una i teia au mō‘inā-kava, tērā ake te ‘akavā. hurry up and hide these bottles of beer, here come the police; kua ‘una‘una ‘aia i tāna moni ki raro i te one. she hid her money in the ground; kua ‘una‘unā‘ia tō rāua pare. sbdy hid their hats away; kua ‘apai ‘una‘una ‘aia i te pākoti kāka‘u a tōna māmā ki te ‘āpi‘i. he took his mother’s scissors to school secretly. [Pn. *funa.]"
‘une,", (-a). 1. v.i. Get sores. Kua ‘une tōna rima. he has got sores on his hands; ka ‘unea tō katu mē kāre koe e tāmā. you‘ll get sores on your scalp if you don’t keep it clean; i te ‘une‘anga tōna vaevae, when sores appeared on his leg. 2. n. Scab, sore. ‘E meā-‘une tei runga i tō po‘o rima. you have a sore on your elbow. 3. Core (of breadfruit). E pāpā i te kuru nā mua ka kiriti ei i te ‘une. beat the breadfruit before you remove the core. [Np. *fune2.]"
‘une‘une,", 1. (-a, -‘ia), fq. ‘une. Get sores, be scabby. ‘Ea‘a rā tāna kai e kai ‘ua ana i ‘une‘une‘ia ai tōna vaevae. what on earth has he been eating to get sores like that on his legs; ka ‘akaāri au i tōku vaevae ‘une‘une ki te taote. I‘m going to show the sores on my legs to the doctor. 2. n. Sores, scabs. ‘E ma‘ata te tamariki ‘e ‘une‘une tō rātou. there are many children suffering from sores. [‘une RR.] ‘unōnga, n. 1. Son-in-law, daughter-in-law. Ko tāku ‘unōnga tērā, i nana‘i rāua i ‘akaipoipo ei ko taku tamā‘ine. that is my son-in-law, he and my daughter got married yesterday. 2. Spouse of a nephew or niece. [Ce. *funoo„a.]"
unu‘i,", (-a, -‘ia). 1. Pull off, slip off (e.g. clothes), pull out, withdraw, draw out (e.g. sword from scabbard). Kua unu‘i ‘aia i tōna pereue. he slipped his jacket off; kua to‘u au iāia i tōku unu‘i‘anga i tōna ārai mata. I recognised him when I removed his mask; kāre e rauka te tāpe‘a i te unu‘i, nō tei ‘akaē tōna rima. the ring wouldn’t come off because her finger was swollen. kua unu‘i ‘aia i tāna koke ē kua ‘akatika mai kiāku. he drew his sword and levelled it at me. 2. Suck in deep or gasping breath. Kua ea mai ki runga ē kua unu‘i ‘iōra i tōna ‘akaea. he came to the surface and took a deep breath. [Pn. *unu1.]"
u‘o,", n. Core, pith. Te paunga e te uo ivi ra, the joints and marrow (Heb. 4.12). U‘o ivi, marrow. [Pn. *uso1.]"
uoa,", n. A fish, the false grey mullet. ‘E na‘o uoa tērā, ka tā‘ei tātou. there is a shoal of uoa, let’s net them; ‘Ē rua āna uoa i ‘ōmai ei nāku. he gave me two of his uoa. ūpaki. General term for the swimming crabs, including the large estuarine Scylla serrata of Aitutaki. ‘E ūpaki tērā e totoro atū ra. that’s an ūpaki crawling away; mē rama ūpaki kōrua ākonei, e ‘apai mai koe nāku tēta‘i. if you go torch fishing for ūpaki tonight, bring me some."
upe,"1, v.i. Droop. Kua upe te ‘ātava rākau nō te ma‘ata i te ‘ua. the branches sagged with the weight of the fruit; kua upe tōna upoko ē kua auē. she hung her head and sobbed."
upe,"2, n 1. Dew. Tē ka‘atea ‘uā ra te upe i runga i te matie i te pōpongi‘anga ake. the dew was glittering white on the grass the next morning; ‘e pō upe tēia. there is a dew tonight. 2. A cool land breeze. Kāre e meitaki ‘aka‘ou te rama, kua pakari te upe. it’s no good going on torch fishing now, the land breeze is too strong. 3. Blow (of the land-breeze). Mē kore e upe i teia pō, ka meitaki te rama. if the land breeze doesn’t blow tonight, torch fishing should be alright. ‘ūpē, (-‘ia). Running mucus, snot, a head-cold. ‘Ōreia tō‘ou ‘ūpē ki te ‘ōrei. wipe your snot with the handkerchief; ‘e ‘ūpē tōku. I’ve got a head-cold. Vairākau ‘ūpē, eucalyptus. ‘ūpē‘ia, have a run-ning nose. Kua ‘ūpē‘ia au. I’ve got a run-ning nose. [Np. *suu-pe‘e.] ‘ūpeke, (-ia, -a, -na). Shove, twitch, flick, knock, blow, away or off. Nā te matangi i ‘ūpeke i teia tua i te vā‘angā punu o te ‘are. the wind blew off the sheets of galvanised iron on this side of the house (roof); kua ‘ūpekea tōna pare e te matangi i tōna tū‘anga. when he stood up the wind twitched his hat off; kua ‘ūpeke‘ia te pona o te va‘ine ki runga e te matangi. the women’s skirts were whipped up by the wind; e tāmata koe i te ‘ūpeke i tōna tupe ki va‘o. try and knock his disk away; kua riri ‘aia i tōku ‘ūpeke‘anga iāia ki va‘o i te ua. he was angry when I shoved him out in the rain. ‘ūpekepeke, (-a, -‘ia), fq. ‘ūpeke. Shove, etc. away or off. Kua ‘ūpekepeke te ‘akavā i te tangata ki te pae, nō tei ārai i te mataara. the police pushed the people back to the side because they were blocking the street; kāre i kitea te moni i tō te keiā ‘ūpekepeke‘anga i te ‘apinga i roto i te ‘are. the thieves didn’t find the money though they turned everything in the house upside down. [‘ūpeke rR.]"
upeupe,", fq. upe. Droop. Kua upeupe tō rātou upoko i tōna pure‘anga. They bowed their heads while he prayed. [upe RR.] ūpoa, n. An unidentified bird with dark plumage that lives in the hills giving a hooting call at night which is thought to presage disaster. ‘E ūpoa tērā manu e tangī ra. that is an ūpoa calling; kua kākāoa _ upoa ‘aia. he hooted like an ūpoa. ūpoko, upoko, n. 1. Head. ‘E mamae taku ūpoko. my head aches. Upoko meitaki, clever. ‘E tangata ūpoko meitaki, a man with a good head. Nā runga i te upoko tangata, per capita. Kua tu‘a‘ia te moni nā runga i te ūpoko tangata. the money was shared out on a per capita basis. 2. Head or chief person or part of anything. Kā ‘iki tātou iāia ‘ei upoko i runga ake ia tātou. let us choose him as our ruler. Upoko tuatua, heading of a section of a document, title of a book, item on an agenda. ‘Ea‘a te ūpoko tuatua i va‘o i tēnā puka? what is the title on that book?; kua ‘akakite te ‘aka‘aere i te upoko tuatua o te ‘uipā‘anga. the chair-man read out the agenda of the meeting. 3. v.i. Dive or fall headfirst or headlong. Kua upoko ‘aia ki raro i te vai. he fell headlong into the water. [Pn. *‘ulu-poko.]"
upoko‘anga,", nom. Becoming head, ruler, etc. I tōna upoko‘anga ki runga i taua ‘iti tangatā ra, kua kimi ‘aia i te rāvenga kia tā‘okota‘i rātou. when he became head of the clan he tried to find a way to get them to work together. [upoko, -‘anga.] ūpokotū. Win, be victorious. Kua ūpokotū rātou i taua tamaki‘angā ra. they won the battle; kua ‘oki rātou i taua tamaki‘angā ra. they retreated from the battle; kua ‘oki rātou ma te rekareka i tō rātou ūpokotū‘anga. they went home rejoicing after they had won. [upoko, tū.] ūpū. Fall or strike against with a heavy thud or crash. Kua ūpū te pi‘a ki raro ē kua nga‘ā. the box crashed down and broke; kua ūpū te poti ki runga i te kāoa ē kua keta. the boat crashed onto the coral rock and stuck fast. [ū3, pū1.]"
‘ura,", 1. (-‘ia, ‘urā‘ia). Dance. ‘Aere mai, kā ‘ura tāua. come on, let’s dance; nō te reka i tāna ‘ura, nō reira te mātakitaki i aoaoa ai. the spectators cheered because she danced so beautifully; kua ‘akau-kauka ‘aia i tōna kōpapa i tōna ‘ura‘anga. she swayed her body as she danced; i ‘urā‘ia ana tēnā ‘ura e mātou i tēta‘i taime ake nei. we performed that dance a while back. 2. A dance. Tē ‘āpi‘i ‘ura pa‘u nei mātou. we are learning a drum dance. Pupu ‘ura, a dance team. [Np. *fula2.]"
‘ura‘anga,", nom. A dance. ‘E ‘ura‘anga tē ka rave‘ia. a dance will be held. [‘ura, 
-‘anga.]"
‘ura‘ura,", (-‘ia), fq. ‘ura. Dance. Kua tāmata rāi ‘aia i te ‘ura‘ura ‘aere, nō te rekakore rā i te pa‘u nō reira kua no‘o ‘aia ki raro. she started to dance but because the drums were not lively she sat down; kua āpi‘i meitaki te rangatira ‘ura kia rātou i te au ‘aerenga rima kātoatoa i tō rātou ‘ura‘ura‘anga. as they danced the leader showed them all the hand move-ments; ka ‘ura‘ura‘ia kōtou e te reira ‘ōire tangata mē rūti kōtou. the people in that village will dance round you if you lose. [ura RR.]"
ure,", n. Penis. Kua te‘e‘ia te ure o te tamaiti e te taote. the boy was circumcised by the doctor. [Pn. *ule.]"
uri,", v.i. Dark in colour (of greens and blues), black (of a pig). ‘E nū uri tā‘au e ‘a‘aki, ‘ei ma‘ani vairākau. pick some dark-green coconuts to make medicine. [Pn. *‘uli2.]"
‘uri,"1, n. 1. A shoot, sucker, young plant, seedling, sapling. ‘E ‘uri kuru patea tēnā i tō rima. that is a seedling patea breadfruit in your hand; tē vāvā‘i ‘uri tōmātī ra rātou. they are transplanting the tomato seedlings; nāku tēnā tuā‘u ‘uri kāpati. that’s my bed of young cabbages. 2. throw out shoots, sprout. Kua ‘uri te meika, kāre rā i tano ake nō te tanu. the banana shoots have sprouted but they are not ready to put in yet. [Pn. *suli.]"
‘uri,"2, 1. (-a, -‘ia). Turn round or over, spin (coin), shift (e.g. blame). Kua ‘uri mai ‘aia kiāku ē kua kata mai. she turned round to me and smiled; ‘uria te ngā‘i pateka o te rākau ki runga. turn the plank smooth side up; e ‘uri mai i tō‘ou aro kiāku. turn round and face me; kua ‘uri tua mai ‘aia kiāku. he turned his back on me; tē ‘uri pa‘ī ra māua i ua ai. we were turning the taro patch when it came on to rain; kia pou te pi‘a i te ‘uri ki runga i te torōka, ka ‘akaea ai tāua. we‘ll rest when all the crates have been loaded onto the truck; kua ‘uri ‘aia i te moni kia kitea ē nā‘ai e ‘akamata i te pā. he tossed up to see who batted first; kiritia tō pona, kua ‘uri ā va‘o ki roto. take your shirt off, it is inside out; kua ‘uri ā mua ki muri. it is back to front; kua ‘uri ‘aia i te tārevakē kiāku. he shifted the blame on to me. ‘Uri ā paka, do in a slapdash manner, scamp work. ‘Auraka e ‘uri ā paka ‘ua i tā kōtou ‘anga‘anga. don’t be slapdash about your work; ‘e tangata ‘uri ā paka tika ai koe i te ‘anga‘anga. you always scamp your work. 2. Interpret, translate. Nā tō mātou ‘orometua mua i ‘uri i te puka tapu ki tō mātou reo. our first missionary translated the bible into our language; nāku i ‘uri i tāna tuatua ki te ‘uipā‘anga. I interpreted what he said to the meeting. 3. Compose (music). Nāna i ‘uri i teia ‘īmene. he composed this hymn. 4. Side with, favour. Kua ‘uri ‘aia kiā Kore i tō māua taumārō‘anga. he took Kore’s side in the argument. 5. A trump card. Kua pā te ‘uri. trumps are led; kua tā ‘aia i taku ‘ai ki te ‘uri. he trumped my ace. ‘Uri reo, interpreter, translator. Tē terēni ‘uri-reō ra ‘aia. He is training to be an interpreter. [Pn. *fuli.]"
‘uri‘ia,", 1. Hurricane, cyclone. Kua tae mai te tuatua mei te ngā‘i ‘ākara‘angā reva e kāre e pakari roa te ‘uri‘ia. word has come through from the meteorological station that the hurricane will not get any worse. Vāito ‘uri‘ia, barometer. Kua kake te vāito ‘uri‘ia. the barometer has risen. 2. Be a hurricane. I tōku manako ka ‘uri‘ia. in my opinion it will be a hurricane. ‘Uri‘ia kiona, blizzard. [‘uri2, -‘ia.]"
‘uritumu,", (-a, -‘ia). Overthrow, destroy completely, ransack. Kua ‘aere mai te nuku o Kuru ē kua ‘uritumu i taua pātireia. Kuru’s troops came and devastated that country; kua ‘uritumu‘ia te ‘are. the house had been ransacked. Toa ‘uritumu, a great hero. ‘E toa ‘uritumu taua tangatā ra. he was a really great hero. [‘uri2, tumu.]"
uriuri,", fq. uri. Dark green (of foliage), blue (as the sea, skin with cold), black (of pigs). Kua uriuri te tupu o teia rākau. this tree has grown a dark green; no te uriuri i te rau o taua pū rākau, nō reira ‘aia i manako ēi e ‘e ‘ua tō runga. the tree’s leaves were a dark green so he thought there might be some fruit on it; ‘e toa puaka uriuri, kua piki te ni‘o. it is a black boar with curved tusks; kua uriuri tōna pākiri va‘a i te anu. his lips were blue with the cold; nā runga i te moana uriuri, over the deep-blue sea. [uri RR.]"
‘uri‘uri,"1, fq. ‘uri1. 1. Shoots, seedlings, young plants. ‘Akaputu‘ia tēnā ‘uri‘uri taruā ki te ngā‘i maru. put those young taruā plants in a heap in the shade. 2. Sprout, put forth shoots. Kua tipi ‘aia i tēta‘i pae i te ‘uri o te meika i te ‘uri‘uri-‘anga. he chopped off some of the banana shoots as they came. [‘uli1 RR.]"
‘uri‘uri,"2, (-a, -‘ia), fq. ‘uri. 1. Turn round, over and over, spin; compose; take sides, favour. E ‘uri‘uri i teia pi‘a ki roto i tērā ‘ākoko. roll this crate (turn it over and over) over to that corner; Kua ‘uri‘uri rātou i tēta‘i ‘īmene nō te tomo‘anga i te ‘are pure. they composed a hymn for the dedication of the church; kā rūti mātou mē ka ‘uri‘uri te rēperī kia rātou. we shall lose if the referee favours them; ‘e tangata ‘uri‘uri koe. you are never impartial. 2. Debate, discuss, argue, exchange opin-ions. Tē ‘uri‘uri manako nei mātou. we are having a debate; te au manako tei ‘inangaro‘ia kia ‘uri‘uri, the ideas which were down for discussion. [uri2 RR.] uriuri-tū-moana. Waterspout. (see uruuru-tū-moana.) [uri RR, tū, moana.] ‘ūrō, 1. (-a, -‘ia). Cheer. Kua ‘ūrō te tangata i tōna tomo‘anga mai ki roto i te ‘are. the people cheered him when he entered the hall. 2. A cheer. Ka ‘ōronga tātou ‘ē toru ‘ūrō no te Ariki Va‘ine. let us give three cheers for the Queen."
uru,"1, 1. (-a, -‘ia). Penetrate, push through, enter (ki roto), emerge (ki va‘o). Ko te ava tēia i uru mai ei tō mātou ‘ui tupuna. this is the channel in the reef through which our ancestors came ashore; kua uru mai ngā vaka o Tangi‘ia ki roto i te ava. two of Tangi‘ia’s canoes came in through the pass; kā ‘opu tāua iāia mē uru mai ‘aia ki va‘o. we‘ll catch him when he comes out; kua uru‘ia ‘aia e te vaerua kino. he was possessed by an evil spirit. 2. Poke, thrust, jab, rake. Kā uru au i te umu mē kua papa te kai. I‘ll spread (i.e. poke or rake) out (the stones in) the oven if the food is ready; tēia te rākau ‘ei uru i te ika ki va‘o mei roto i tēnā toka. here is a pole to poke the fish out from that rock; kua uru ‘aia i te ‘enemi ki te kōrare. he thrust at the enemy with his lance; kua uru mai te mīmiti o te ‘ā‘ā mei roto i te va‘arua ki va‘o. the eel poked its head out of the hole; kāre te ika i puta ana i tōna uru‘anga ki te ‘āuri. The fish was not hit when he jabbed at it with his harpoon. 3. Steer (with paddle). Urua te vaka ki katea kia kore e ū. steer to starboard so that we don’t hit. 4. Spring up. Kua uru mai te matangi tokerau. the north-westerly wind blew. 5. A wind. ‘E uru tonga te matangi i tere mai ei mātou. we sailed along with a south-westerly wind; kua ‘arara maīra te uru o te tonga ē kua karekare ‘iōra te moana. then the wind blew from the south and the sea became rough. uru2. Call out, summon (Manihiki dial.) = Rar. kāpiki, karanga)."
‘uru,", n. 1. Hair of animals and body hair of humans, fur, fleece, feathers. Tē pākoti ‘uru ‘iku ‘oro‘enua nei au. I‘m trimming the horse’s tail; e ‘uti‘uti i te ‘uru o te moa kia mā meitaki ka tuaki ei. pluck the fowl quite clean before you gut it. Moa ‘uru kivi, a fowl with grey or white markings. Pare ‘uru manu, fur hat. Tākiri ‘uru, to fish with a feather lure. I tākiri ‘uru ana māua, kāre rā i rauka roa. we used feathers when we went angling, but we didn’t catch much. 2. A brush. ‘E ‘uru parai ngaika tēnā, tēia te ‘uru pēni. that’s a whitewash brush, this is the paint brush. ‘Uru ‘anga‘anga tāmaka, shoebrush. ‘Uru varu va‘a, shavingbrush. 3. (-a, ‘ia). brush. E ‘uru i te ni‘o i te au pōpongi kātoatoa ka ‘aere ei ki te ‘āpi‘i. brush your teeth every morning before going to school; ‘uru‘ia te repo i runga i tō pereue ka ‘aere ei koe. brush off the dirt on your coat before you go. [Pn. *fulu1.]"
urua,", n. A trevally. Kua mate tākiri te urua i te puta‘anga te ‘āuri ki te upoko. the urua died immediately when the spear passed through its head; ‘e matau ‘ī urua tēnā nā Terekia. that’s the hook Terekia fishes for urua with. [Pn. *‘ulua.] uruā. Ink or ink-sac of octopus or squid. E kiriti i te uruā o te ‘eke ‘ei māunu manini. remove the ink-sac of the octopus for manini bait; ‘Ōmai i taku kapu uruā. pass my cup of octopus ink."
urunga,", 1. (-‘ia), v.i. Lean (intr.) against sthg. Tē urunga ‘uā ra ‘aia ki runga i te patu ma te ‘īmene. she was just leaning against the wall, singing; kāre i urunga‘ia ana teia pūtē. this pillow hasn’t been used. 2. A pillow. Taria te urunga ki va‘o i te rā. take the pillows out into the sun; tē tuitui va‘ī urunga nei māua. we are embroidering  pillowcases. [Pn. *‘ulu-„a.]"
urupae,", (-‘ia). 1. Border sthg, line the edge of sthg. Kua urupae ‘aia i tōna moenga ki te ‘ā  ‘ūtū e te nono. she plaited the border of her mat with ‘ā ‘ūtū and nono materi-als; kāre i urupae‘ia ake taku moenga nō te manamanatā. I’ve been kept busy, I haven’t done the border on my mat. 2. n. A border, anything lining the side or edge, a selvedge. Kua tanu ‘aia i te tiare ‘ei urupae nō tāna ‘āua tiare. she planted the flowers to make a border for her garden; e tārava i teia rākau ki kona ‘ei urupae kia kore te vai e ta‘e mai nā konei. lay this log down over there to stop the water flowing through here. Te urupae o te tai, high-water mark. Tē tāravarava ‘uā ra te rākau i te urupae o te tai. the pieces of wood were scattered along the high-water mark. urupū, 1. A crowd. ‘E urupū tangata ma‘ata tei ‘aere mai ki te tūroto i taua ‘enua. a great crowd of people came to visit the island. 2. Form a crowd. ‘Ea‘a rā te tangata i urupū ‘ua ai? why have they all crowded together?"
uruto‘e,", (-a, -‘ia). Slander sbdy, run sbdy down, gossip maliciously. Kua uruto‘e ‘aia iā Puna ki āku. she said nasty things about Puna to me; kua riri au nō tei uruto‘e ‘aia iāku. I was angry because he had been running me down; ‘e va‘ine uruto‘e tangata ‘aia, nō reira ‘auraka e ‘aere ki tōna ‘are. she is always slander-ing people, so don’t go to her house; kua tuatua uruto‘e rāua i te pare o taua va‘inē ra. the two of them made spiteful remarks about the woman’s hat; ka uruto‘ea koe. you‘ll be slandered. [uru1, to‘e.]"
urutuki,", n. A large fish, a kind of groper. ‘E urutuki tāna ika mua i mou. the first fish he caught was a groper. [Pn. *‘ulutuki.]"
uruuru,", (-a, -‘ia), fq. uru1. Penetrate, push through, thrust, poke. E tiaki kia mārama ka uruuru mai ei kōtou. wait for daylight before you come through (the pass); kua uruuru ‘aia i te rākau ki roto i te va‘arua. he kept poking the stick into the hole; ‘e puaka uruuru putuputu tēia ki va‘o i te ‘āua. this pig is always breaking out of the sty; kua uruuru‘ia te ika ki va‘o mei roto i te toka. the fish was poked out from under the rock."
‘uru‘uru,", (-a). 1. Body hair, fur, fleece, feathers. Kua pākoti ‘aia i te ‘uru‘uru o te māmoe. he sheared the sheep; kua pākoti‘ia te ‘uru‘uru toroa i runga i te pē‘au o te moa taetaevao. the long feathers on the wild fowl’s wings were cut off; varua te ‘uru‘uru o te puaka kia mā meitaki. scrape the hair off the pig until (the skin) is nice and white. ‘Uru‘uru mata, eyelash. ‘Uru‘uru tuke mata, eyebrow. ‘Uru‘uru va‘a, moustache and beard, whiskers. 2. Have hair growing, be hairy, woollen (of clothes). ‘Ē ta‘i nga‘uru mā toru rāi ōna mata‘iti, kua ‘uru‘uru tōna va‘a. he is only thirteen but he has got a moustache and beard coming; kua manako ‘aia i te ‘akatupu i tōna ‘uru‘uru va‘a kia roroa i te ‘uru-‘uru‘anga. once they started he decided to let his beard and moustache grow long; kua ‘oko kāka‘u ‘uru‘uru te metua nō tāna tamaiti nō te ‘aere‘anga ki Nūtirēni. the father bought his son woollen clothes for his trip to New Zealand. Te aronga rima ‘uru‘uru, the experts. Ko te tū tēia i te rave a te aronga rima ‘uru‘uru. this is the way the experts do it. 2. (-a, -‘ia). Brush. Kua ‘uru‘urua te repo i runga i tō piripou? have you brushed the dirt off your trousers? [‘uru RR.] ‘uru‘urungā. Ruffled, tousled, tangled, untidy, unkempt, dishevelled (esp. of hair, feathers, but also clothes). Nō te mea kāre ‘aia e pani i tōna rauru ki te manongi, nō reira i ‘uru‘urungā ai. because he never puts hair oil on, that’s why his hair is untidy; ‘e puakaoa ‘uru‘urungā tā‘au, kāre pa‘a e pā‘ī‘ia ana. your dog’s coat is all matted, perhaps you haven’t been bathing him; kua ‘aere ‘uru‘urungā ‘ua ‘aia ki te ‘āpi‘i. he went to school looking dishevelled. ‘Uru‘urungā te mata, haggard-looking. uruuru-tū-moana, n. Waterspout. Kua tū mai te uruuru-tū-moana i mua i te pa‘ī. a waterspout appeared in front of the ship. [uri RR, tū, moana.]"
uta,"1, loc.n. Inland, landward, the interior, ashore. Kua ‘oki ‘aia ki uta i te ‘anga-‘anga. he went back to his work in the interior; ka ‘aere au ki uta i kō. I‘ll go in-land there; kāre te pātete e ‘akatikā‘ia kia kake ki uta. passengers are not allowed ashore; tē pē‘ea maī ra ā uta? how have things been going inland (or on the main island)? [Pn. *‘uta1.]"
uta,"2, (-‘ia, utā‘ia). Carry, transport, hoist, load. Nāku i uta mai i tēnā pūtē taro. I brought that sack of taro; ‘e kīkau uta tītā tēnā nā māua. that’s the basket we empty our rubbish in; e uta ake koe i teia au māviri ‘akari ki runga i te torōka mē tae mai. load these bundles of coconuts onto the truck when it comes; ka rekareka au mē ka rauka iā koe i te uta mai i teia au pi‘a nā runga i tō pere‘ō. I’d be pleased if you were able to bring these boxes on your wagon; e uta i te mereki ki runga i te pā‘ata. put the plates up on the shelf; kua utā‘ia te mātipi e te tamaiti. the boy has carried off  the  knife. [Pn. *uta.] ūtanga, nom. Load, burden. Tē ‘apaī ra ‘aia i te ūtanga a te va‘ine rū‘au. he is carrying the old woman’s burden. [uta, -nga.] ūtaro, n. Great-grandchild. ‘e ūtaro ‘oki ‘aia nā Vītōria. he is Vītōria’s great-grandson."
utauta,"1, loc.n, fq. uta. A little further inland, landward. E neke ki utauta atu. keep moving a little further inland; tei utauta atu te rākau pātia. the peg is further inland."
utauta,"2, (-‘ia), fq. uta2. Transport, carry. E utauta atu kōtou i tēta‘i pae koro, nāku e ‘akapou atu. you carry some of the koro-sticks, I‘ll bring along the rest; kua utauta‘ia te ‘apainga a taua va‘inē ra e māua ki tōna ‘are. We carried the woman’s luggage to her house. [uta2 RR.] ‘ūtē, 1. A song with marked four-beat rhythm, often with narrative or love inter-est, or composed to commemorate some event. Tē kimi ‘ūtē ra ‘aia. he is com-posing an ‘ūtē. 2. (-a, -‘ia). Sing an ‘ūtē. Ka ‘ūtē atu au kiā koe i te ‘ūtē o te ariki. I will sing you the ‘ūtē of the ariki; kua pēpē‘i mai rātou i te moni ma te ‘ura i tōku ‘ūtē‘anga. they danced and threw in money while I was singing the ‘ūtē; kāre ‘aia e ‘akatika kia ‘ūtēa tōna ‘ūtē. he wouldn’t allow the ‘ūtē about him to be sung."
