Word/Phrase,Description & Definition
raurau,"1, n. Small basket or platter plaited from coconut leaves used mostly to hold food, or as food trays. Kua tukua‘ia te kai ki roto i te au raurau ē kua tu‘ā‘ia ki te tangata. the food was put in small baskets and distributed to the people (at the feast); tē raranga raurau nei māua. we‘re plaiting raurau; tēia tēta‘i putunga raurau kai i konei. here is another pile of raurau with food in. [rau1 RR.]"
raurau,"2, fq. rau3. 1. Numerous and di-verse; large (indefinite) numbers. E tupu atū ra te raurau i rotopū i taua ‘uipā‘anga ma‘atā ra. a large number of various and conflicting opinions emerged in the course of that big meeting. 2. Urgently, persis-tently. Kua tuatua raurau maī ra ‘aia kiāku kia ‘akatika iāia kia ‘aere. he kept begging me to let him go; kua kāpiki raurau maī ra ‘aia. he kept on calling. 3. Persist, be importunate. Kua akakite mai ra kiaia, no te mea kua raurau maira aia iaia. he told because she lay sore upon him (Judg. 14.17). [rau2 RR.]"
rauru,", rouru, n. Hair (of the head only). ‘Iria tō‘ou rauru. plait your hair; tē pākoti rauru nei au nō Tino. I‘m cutting Tino’s hair; ‘e roroa tika ai tō mākave. your pig-tail is very long. [Pn. *lau-‘ulu.]"
rautao,", n. Leaves used to cover an earth oven. ‘Enua rautao, land given to a foreigner to live on. [Ta. *rau-tao.] rautā‘uri, n. Small shrub-like tree, found up in the hills, its long slender twigs used in fish-traps (Leucosyke corymbulosa). Ka ‘aere māua ki te maunga ka tīpū rautā‘uri mai nō tā māua ‘anga. we‘re going up into the hills to cut rautā‘uri for our fish-traps; tēia te pū rautā‘uri tikatika. this rautā‘uri has plenty of good straight sticks; ‘eia‘a tēnā rautā‘uri nā‘au? What are you going to do with those rauta‘uri sticks? rautī, n. A shrub (Cordyline fruticosa) or the leaves of same. [rau1, tī3.] rautoka. A stage in the life of fish when the fry cling to coral rocks. [rau2, toka.] rau‘uru. A dry banana leaf. Kua tāviri ‘aia i tāna ‘ava‘ava ki te rau‘uru. he rolled his cigarette in a dry banana leaf; tē tīpū rau‘uru nei māua. we‘re cutting dry banana  leaves."
rava,"1, v.i. 1. Be sufficient, enough, adequate. Kua rava ‘ua tēnā ika. you have got quite enough fish there; kāre e rava tāku moni. I haven’t got enough money (to get sthg); i te rava‘anga tāna moko taro, kua ‘oki ‘aia ki te kāinga. when he had got enough taro plants he went home; nō te rava kore i tāna moni, nō reira kua pati ‘aia ki tōna metua kia tauturu iāia. because he hadn’t got enough money he asked his father to help him. 2. Be satisfied, to have had enough, be full of. Kua rava koe? ‘Āe, kua rava au; Have you had enough? Yes, I am satisfied. kua rava tika ai ‘a Māui i te riri. Māui was full of rage. Rava tika ai, abundant. [Pn. *lawa1.]"
rava,"2, post-verbal part. Certainly, defin-itely, wholly, quite, perfectly, completely. Ka ‘aere rava au ka ‘akakite iā koe ki te ‘akavā. I shall most certainly go and report you to the police; kua tika rava iāku. I quite agree, I‘m perfectly willing; kāre rava au e tuku i te ‘au. I‘ll never give in; i kite rava au iāia ki te ‘ura inapō. I most certainly did see him at the dance last night. [Pn. *lawa1.]"
rava,"3, in poe rava. A black pearl."
ravakai,", ravākai, n. Fisherman. Kua ‘oki mai te aronga ravākai. the fishermen have returned; ka ‘akariro au iā koe ‘ei ravakai tangata. follow me, and I will make you fishers of men. ravarāi, rava rāi, 1. Intensive of rava2. Most certainly, etc. I kite ravarāi māua iāia ki te ‘ura inapō. we most certainly did see him at the dance last night. 2. Post-nominal part. Every single one, without exception. Ē te aronga ravarāi tei ‘aere mai ki taua tārekareka kua ‘ope roa rātou i te mataora. and every single person who came to that match was absolutely delight-ed with it; kua tutuki tōna rongo ki te au‘enua rava rāi. his fame spread to all lands; rāua rava rāi, both of them. [rava2, rāi.]"
ravarava,", v.i. Dark-complexioned, dark-skinned, brown (of skin or hair). ‘E tamā‘ine pākiri ravarava ‘ua taua tamā‘inē ra. that girl (we were discussing) has got rather a dark complexion; ‘e rauru rava-rava, ‘e mānea rā, a brunette and beautiful."
rave,", (-a, -‘ia). 1. To take, lay hold of; get hold of. Kāre e nāku i rave i te ‘āpara. it wasn’t me who took the apple; kā rave koe i teia va‘ine ka ‘ākono? Will you take this woman and cherish her?; kua rave‘ia tōna ‘are. his house was taken from him; kua rave ‘aia i te paoke māti ē kua tutungi i tāna ‘ava‘ava. he took the box of matches and lit his cigarette; kua ravea tōku pare e Mi‘i. Mi‘i has taken my hat; kā rave roka mai au nō tēnā ngūtupa. I‘ll get a lock for that door. Rave ‘ua, take without authority, just take. Kua rave ‘ua au i tō ‘ārote, nō te mea kāre koe i te kāinga. I just took your plough because you weren’t home. 2. Do, perform, act in a certain way, treat. Teia tāna i rave. this is what he did; e ‘akakite mai koe mē oti tēnā ‘anga‘anga i te rave. let me know when you’ve done that job; kua rave ‘ua au i tāku i anoano. I just did what I wanted; ‘e mea rave ngatā nā‘au kia takataka‘i i te kō. it is hard for thee to kick against the goad; kua rave kino ‘aia i te ‘oro‘enua tāku i ‘ōronga kiāia. he misused the horse I let him have; kua tākinga meitaki ‘aia iāku i tōku rave‘anga i tāna ‘anga‘anga. he treated me well when I was working for him; ‘e a‘a tā‘au tārekareka e rave ana? What games do you play? Rima rave, agent, executive, right-hand man, helper. Ko tōku rima rave tēnā. that’s my agent. 3. take place (of event). Kā rave te tārekareka ki ‘ea? Where is the match being held?; kā rave ki Tūpapa. it is being held at Tūpapa; ka ravea te tu‘epōro ki Avatiu ā teia Ma‘anākai. the rugby match will be held at Avatiu this coming Saturday; i muri ake i te tomo-‘anga o te ‘are ka rave‘ia tēta‘i umukai. after the (ceremonial) opening of the house, a feast will be held. [Pn. *lawe2.] rāvenga, nom. 1. Way (of doing sthg); method, system, resources, device, trick. Kāre ‘e rāvenga, māri rā kia ‘oki koe kia kauraro kiāia. there is no other way, you‘ll just have to go back and apologise to him; kā kimi rāi au i te rāvenga kia tae atu au. I‘ll do my best to find a way to come; tē kimi rāvenga nei au i teia matīni kia taka. I‘m trying to find a way to get this engine to go; ‘e tangata rāvenga pakari tērā. he is a wily old bird (up to every dodge). 2. Rāvenga kino, swindle, trick, deal in an underhand way. Kua rāvenga kino taua tangatā ra i te ‘enua o tō māua metua. he worked a swindle over our father’s lands; kua rāvenga kino ‘aia i tā mātou moni kōpara. he did us over our copra money; ‘e tangata rāvenga kino rāi ‘aia. he is a dirty swindler. [rave, -nga.]"
raverave,", (-a, -‘ia), fq. rave. 1. To take, handle. Kua raveravea tā mātou ‘ānani papa‘ā. our mandarines were taken away from us; ‘e tamaiti raverave ‘apinga tika ai koe. you are a really meddling child; ‘ea‘a te tuātau e raverave ei tēnā au tārekareka? When will the games be held? 2. Do, treat, etc. Raverave kai, prepare and serve food. Ko te aronga tēnā tei ‘iki‘ia ‘ei raverave i te kai. they‘re the ones who have been selected to see to the food; ‘e raverave kai tā māua ‘anga‘anga. our job is to prepare and serve the foods. Tangata raverave, waiter. Kua kāpiki ‘aia i te tangata raverave. he called the waiter. [rave RR.] raveraveā. Usually in the idiomatic ex-pression ‘auraka (or ‘eia‘a) e rave-raveā, don’t be half-hearted about it. ‘Akamāro‘iro‘i, ‘auraka e raveraveā. try your hardest, don’t make a mess of it; e tanu i te ‘enua, ‘auraka e raveraveā. crop the land, don’t be half-hearted about it; kāre rātou i raveraveā i te tamaki i tō rātou ‘ārāvei‘anga ki te ‘enemi. they were not half-hearted in their encounter with the enemy. rē, v.i. 1. Win (contest, prize). Kua rē tō mātou pupu pā pōro. our cricket team won; Kua rekareka mātou i tō mātou rē‘anga i te pūtōtō taura. we were delighted that we won the tug of war. 2. n. A victory, win. Kua riro iāia te rē. he won; kua riro i tōna ‘oro‘enua te rē. his horse won. 3. Prize, trophy. ‘E punua puaka ē te kīkau taro te rē ta‘i, ‘e toā-moa te rē rua. the first prize is a piglet and a basket of taro, the second prize is a rooster. Ko te ‘oro‘enua tei kore i pēti‘ia, ko ia tei rē rua. The unbacked horse came second. 4. Goal line (rugby), boundary (cricket), finishing post, etc. Kua kape-kape ‘aere ‘aia i tōna kave‘anga i te pōro ki te rē. he swerved and dodged running with the ball for the goal line; kua ‘akamamao rātou i te rākau ‘akairo rē i tō rātou pā pōro‘anga i teia Ma‘anākai i topa ake nei. they moved the boundary pegs further out at their cricket game last Saturday; ‘Ē ‘ia ā tātou rē? How many points have we? Tāomi rē, touchdown. Kua tāomi ‘aia i te rē. he scored a touch-down. [Eng. race.]"
rea,", n. 1. Grindstone, carborundum stone, etc. Tē kimi potongā-rea nei au nāku, kāre ‘ua. I‘m looking for my bit of carborun-dum, it doesn’t seem to be here. Rea a‘i, revolving grindstone. Vaira rea, carbor-undum stone. 2. (-‘ia, reā‘ia). Grind down (with a rea). Tē rea nei au i tāku toki kia koi. I‘m putting an edge on my axe on the grindstone; kua reā‘ia te au mātipi. the knives were ground."
re‘a,", n. 1. Yolk (of egg). Kua kai ‘aia i te re‘a o te ‘uā-moa. he ate the yolk of the egg. Kūmara re‘a, type of sweet potato with deep yellow flesh. Tē tanu kūmara re‘a nei mātou. we‘re planting kūmara re‘a. Mata re‘a walleye, whitish mark in eyeball, cast in the eye. Kua tū ‘aia i te mata re‘a. he was walleyed. Mata re‘a!, you‘re cockeyed! (cf. renga.) [Tah. re‘a.]"
renga,", v.i. 1. Yellow, golden. ‘E pēni renga tēia. here is a yellow paint; kua manako ‘aia ē kā mate te pū rākau i te renga‘anga te rau. he thought the plant would die when the leaves yellowed off. 2. yolk of an egg. Kā kai au i te renga o te ‘uā-moa. I‘ll eat the yolk of the bird’s egg. 3. Turmeric (plant and juice). Ko‘ia mai te kiko o te renga. pull up the tubers of the turmeric; kua tuku ‘aia i te renga ki roto i te pāni puakani‘o. he put the turmeric in the pan of goat meat; ‘e pū renga tērā, ‘auraka e kō. that’s a turmeric plant, don’t dig it out; tē ūkī renga nei au. I‘m grating turmeric. [Pn. *re„a.]"
rengarenga,", v.i., fq. renga1. Be yellow. ‘E tōtini rengarenga tāku i ‘oko mai ei nō‘ou. I’ve bought you a pair of yellow stock-ings; kua ‘apai rātou iāia ki te taote nō te rengarenga i tōna mata. they took him to the doctor because his eyes were yellow; i te rengarenga‘anga tōna kāka‘u i te pēni kua riri ‘aia kiāku. he got angry with me when the paint left yellow marks on his clothes; te rengarenga o te ‘uā-moa, the yolk of the egg. [renga RR.]"
rei,", n. 1. Stem (of canoe), flat platform or deck in bows of a canoe (originally decor-ated with raised figurehead also called rei). Tē tū ‘uāra te rangatira i mua i te rei o te vaka. the captain is just standing there forward on the rei. 2. An ornament (often made of whale ivory). Kia vaitata a Kai-kura i te mate kua tuku atu ‘aia i te rei ki tāna tamaiti. when Kaikura was on the point of death he gave the ornament to his son. [Pn. *lei1.]"
reira,", loc.n. That (place, time, method, cir-cumstance, etc., which has been referred to, is under discussion, or is understood). I reira, then, from that. I reira māua i kite ei ē ko te ariki tika ai te reira. then we realised that he really was the king; mē kāre koe e kai i te moa, ‘ea‘a i reira tā‘au kā kai? If you aren’t going to have any chicken, what are you going to eat then? Ki reira, to that place. E no‘o ki reira kā no‘o au ki konei. you sit there, I‘ll sit here. Nō reira, therefore, from that, from that place. Nō reira tika ai te mata‘iapo i ‘uipā ai inapō. that’s the real reason why the chiefs had a meeting last night; nāku i ‘ōpara iāia, nō reira ‘aia i ‘inga ai. I gave him a shove, that’s why he fell down; nō reira mai koe inana‘i? Is that where you came from yesterday? Nā reira, by that route, via that place, in that way, by that method. I nā reira mai au i tōku ‘aere‘anga mai. I passed through there on my way here; kua nā reira rātou i te rave‘anga. That’s the way they did it. Mei reira, from there, from then. Mei reira mai au. I’ve come from there; mei reira mai ē tae mai ki teia rā tō rāua no‘o pekapeka ‘ua‘anga. they’ve been quarrelling from that day to this; ‘e ora‘anga mataora tōna mei reira mai. he had a good life from then on. Mei (tē) tei reira, like that. E tuatua koe kiāia mei tei reira tika ai. that’s just the way you want to talk to him; mei tei reira tika ai te tū i tō māua no‘o‘anga. that’s the way the pair of us lived. (Tē) Tei reira, that one (there, or in question). Kua to‘u ‘aere ‘aia ki te tangata ē i tōna to‘u‘anga kiā Pere kua kāpiki atu au, Āe, ko (tē) tei reira. he pointed to various people and when he came to Pere I shouted out, yes, that’s the one; te ngā‘i tei reira te taote, the place where the doctor is. Tō reira, belonging to that. Ko tei reira tangata tā‘au e ‘apai. that’s the man I want you to take; kāre e nā māua i rave i tē reira ‘anga‘anga. it wasn’t us that did that job; nā tei reira tuatua i ‘akamūtēkī iāia. it was saying that that shut him up; e ‘aka‘oki meitaki i tō reira au ‘apinga. put the things that belong there back carefully; e vao‘o atu nā tō reira tangata e rave i tei reira ‘anga‘anga. leave that job to the people who belong there to get on with. [Ce. *reira.]"
reitio,", see rētio."
reka,", (-‘ia, rekā‘ia). 1. Enjoy, like, find pleasant, be pleased, grateful or gratified with. Mē kāre koe e reka i tēnā ika, tēnā te punu puakatoro i roto i te kāparāta. if you don’t like that fish, there is a tin of meat in the safe; kāre au e reka ana i tāna ‘ura. I don’t like her dancing; kua pōkarakara rātou i tō rātou reka‘anga i tāku tuatua. they all clapped because they were pleased with what I said; mē ka rekā‘ia tēia teata e te tangata. I wonder if people will enjoy this film; kare te peroveta e rekaia mai e tona uaorai enua. a prophet hath no honour in his own country (John 4.44). 2. (be) pleasant, enjoyable, agree-able, palatable; pleasure, etc. ‘E ‘īmene reka tēnā. that’s a nice song; ‘e tamā‘ine mata reka tērā. that girl has got a pleasant (smiling) face; e rutu i te pa‘u kia reka te ‘ura; play the drums, that it will be more fun dancing then; ‘e reka va‘a ‘ua tōna. he just said he liked it (he didn’t really); ‘e tangata reo reka a Rī i te ‘īmene. Rī has a nice singing voice. [Np. *leka1.] rēkaoti, rēkōti, n. 1. Record (of attain-ments, etc.). ‘E rēkaoti meitaki tōna i te ‘āpi‘i. he has got a good record at school. 2. Record (unique feat). Kua peke iāia te rēkaoti ‘oro maire o teia nei ao. he has broken the world mile record. 3. Record (gramophone). ‘E rēkaoti pōnikarāpu tēia, ‘auraka e tuku ‘apinga ki runga. this is a gramophone record here, don’t put any-thing on top of it. [Eng. record.]"
rekareka,", fq., intens reka2. (Be) pleased, glad, happy, grateful, cheerful, delighted; giving pleasure, pleasant, delightful; rekareka applies to people’s reactions, reka to people’s things. Kua tūtaki ‘aia ia māua ki te teata i tōna rekareka‘anga. he was so pleased he treated us to the pictures; kua rekareka te metua i te ‘ārāvei‘anga i tāna tamaiti. the father was overjoyed to see his son again; kua rere ‘ua rātou i te rekareka. they were overjoyed; kua tuatua rekareka mai ‘aia kiāku. he spoke pleasantly (cheerfully) to me; ‘e tuatua rekareka tāku e tāo‘i atu nei kia kōtou. I’ve got some good news for you; ‘e ‘anga-‘anga rekareka tēia nāku i te ‘ākarakara. I always like watching this going on; kua rekareka te metua ki tā rāua tamaiti kite. the parents were pleased with their clever child. [reka RR.]"
reki,"1, n. The end of a fishing net. Kāvea tēnā reki ki runga i tērā kāoa. take that end of the net over onto that coral rock."
reki,"2, v.i. Jump, spring, dart, dash, over or across something. E reki ki runga i tō ‘oro‘enua. jump on your horse; kua reki ‘aia ki tēta‘i tua i te mataara. he sprang to the other side of the road; i tōna reki‘anga ki roto i te vai, kua āru katoa atu māua. when he leapt into the water, we followed as well; kua reki ‘aia nā roto i te ngūtupa. he dashed through the doorway."
rekireki,", v.i. Wobbly, unstable. Kua tū rekireki teia kaingākai. this table is wobbly. [reki2 RR.] rēkōti, n. (cf. rēkaoti, record). rēmene, n. Lemon. Note that lemoni (Bib.) is used where English Bible has apple. Ka ‘a‘aki te rēmene i teia pa‘ī. the lemons will be picked for this boat; kua kumu ‘aia i te ika mata ki te rēmene. he squeezed a lemon over the raw fish. [Eng. Lemon.] rēmene‘ēti, n. Lemonade. Nāku tēnā mō‘ina rēmene‘ēti. that’s my bottle of lemonade. [Eng. Lemonade.]"
remu,", rimu, n. 1. Seaweed. Kua marō te tai, ka ‘aere tāua kā ‘uti remu. the tide is out, let’s go and get some seaweed; tēia te kīkau remu ‘ei māunu nā tāua āpōpō mē ‘aere tāua ki te tākiri ume. here is a basket of seaweed for bait when we go out fishing for ume, tomorrow; kua akaki atu ra i tetai rimu ki te vinega. and filled a sponge full of vinegar (Mark 15.36). 2. Moss. E tāmā i te remu i runga i te patu kā pēni ei ki te ngaika. clean the moss off the wall before you whitewash it. 3. type of plant, a creeper spiralling up stalks and treetrunks, leaves resemble asparagus. Tēia te rau o te remu ‘ei kā‘iro i te tiare i tō‘ou ‘ei. here are some remu leaves to put in with the flowers on your wreath. 4. Sponge. ‘Ea‘a te moni i tēnā potongā remu? How much is that sponge? [Pn. *limu.] rēmu, n. Rim of a wheel. Tē meitaki ‘uā ra te tokotoko, ko te rēmu rā kua pē. the spokes of the wheel (wooden cart wheel) are quite all right, but the rim is rotten. [Eng. rim.] rēmuna, n. Pomegranate. Mei te vaanga remuna to paparinga. your cheeks are like pieces of pomegranate (Song 4.3). [Heb. rimmôn.]"
remuremu,", pl. remu. Mosses, etc. [remu RR.]"
rena,", (-‘ia, renā‘ia). To stretch (e.g. a rope, to take the stretch out). Kua rena ‘aia i te a‘o ‘ōu kia kore e tāviriviri. he stretched the new line so that it wouldn’t kink; kua motu te taura i tō mātou rena‘anga. we broke the rope stretching it; kua renā‘ia te a‘o tautai. the fishing line has been stretched. [Ce. *rena.] renamina. (Bib.). Ostrich. Te takapakapa navenave o te peau renamina, the joyful flapping of the ostrich’s wings (Job 39.13). [Heb. r_enânîm.]"
reo,", n. 1. Voice. Kua ‘akarongo au i te reo i te kāpiki‘anga mai iāku. I heard a voice calling me; kua ‘ā tōku reo. I’ve lost my voice. 2. Key, part, voice, tone. E ‘īmene koe i te reo teitei, nāku e marū. you take the tenor (soprano) part, I‘ll sing bass; kāre e teitei ana te reo o tēnā ‘īmene. that song isn’t in too high a key. Reo ‘ereni, a wrong note (flat or sharp). 3. key (on keyboard of instrument). Kua kino te reo o teia ‘āmōnia. the tone of this organ is poor. 4. Language, dialect. Kua tuatua ‘aia nā mua nā roto i te reo papa‘ā. he spoke first in English; kā kite koe i te reo Māori? do you know Maori? Reo ‘enua, mother tongue. Tangata ‘uri reo, interpreter, translator. 5. Reo ‘iku. Will, last instruction, make a will, bequeath, give parting instructions. Kua ‘akamana‘ia taua reo ‘ikū ra ki ō te rētita. the will has been proved at the registrar’s; kua reo ‘iku ‘aia i tāna ‘apinga nō tāna tamā‘ine. he left his possessions to his daughter. Reo ‘iku‘iku, last wishes, parting wishes. Tēia tōna reo ‘iku‘iku ki tāna ‘ānau, koia ‘oki, kia no‘o ‘au ‘ua rātou ē ‘oki ‘ua mai ‘aia. his parting injuction to his children was that they should live in amity together until he came back. [Pn. *le‘o.]"
repe,", n. 1. Comb (of cock). Kua motumotu te repe o ngā toā-moa i tō rāua tā‘anga. the cocks ripped each other’s combs when they fought. 2. Clitoris. [Ep. *repe.] rēpera, n., (Bib. lepera). Leprosy. E lepera ia. it is leprosy (Lev. 13.8). ‘E rēpera tōna maki i ‘apaina‘ia ai ‘aia ki Makongai. he was sent to Makogai because he had leprosy; ‘e rēpera tō tēnā tangata. he has got leprosy. Te aronga rēpera, lepers, people with leprosy. 2. rēperā‘ia, (pass. only in use). Catch leprosy. Kua ‘akatakakē‘ia rātou ki runga i te motu i tō rātou rēpera‘ia‘anga. they were isolated on an island when they got leprosy; kua rēperā‘ia tōna tua‘ine. his sister caught leprosy. [Gk lepra.] rēperī, 1. n. Referee. Kua ‘akatangi te rēperī i te pu‘i i te tae‘anga te ora ‘akaoti. the referee blew full-time. 2. To referee. nā ‘ai i rēperī i te tārekareka? Who refereed the match? [Eng. referee.]"
repo,", v.i. 1. Evacuate bowels, go to stool. E māmā, kua repo te pēpe. mother, the baby has dirtied himself; kua takaviri tōna kōpū i tōna repo‘anga. his stomach was all upset when he passed a motion. 2. Be dirty, soiled, foul. Kua repo tō‘ou mata. your face is dirty; kua mataku au i tōku māmā i te repo‘anga tōku pona. I was scared of what my mother would say when I got my dress dirty; mē rave ‘aka‘ou koe i te ‘anga‘anga repo ka tuaru au iā koe. if you commit any more fouls, I shall send you off. Va‘a repo, foul-mouthed. 3. n. Excrement, stool, dung. ‘E repo kino tōna maki. he is constipated. ‘Are repo, (euphemistic form is ‘are meangiti), lavatory. Tērā te ‘are repo. that’s the lavatory over there. 2. Dirt, muck, mud, dust. ‘Ōreia te repo i runga i tō‘ou pāpāringa. wash the mud off your cheek. Repo aua‘i, soot. Repo (taro), taro swamp, taro patch. Tē ‘uri repo nei mātou. we‘re digging over the taro patch (digging up); nāku tēnā repo taro. that taro swamp is mine. [Ep. *repo.]"
reporepo,", fq. repo 1. (Be) dirty, foul; dirti-ness, etc. Kua reporepo tōna vaevae nō te kanga. she’s been out playing around and got her legs dirty; taria mai tēnā au kāka‘u reporepo kia pu‘ā‘ia. bring those dirty clothes here to be washed; nō te reporepo i tēnā no‘o‘anga, nō reira i pēni‘ia ai. that chair was given a coat of paint because it was dirty. [repo RR.] rēra, n. Rail. Kia matakite i te ‘irinaki ki runga i te rēra o te pa‘ī. be careful when leaning against the ship’s rail. [Eng. rail.]"
rere,", 1. (-a, -‘ia), v.i. Fly, shoot or sail through the air, leap, swing, skip, dash. Kā rere te manu mē kite mai ia tāua. the bird will fly away if it sees us; ‘e tangata rere mamao koe. you can jump a long way; kua ‘ati tōna rima i tōna rere‘anga mei runga i te toka ki raro. he broke his arm when he jumped down from the rock; kua tākiri viviki rāua i te kākā i tōku rere‘anga. they swung the creeper fast when I was skipping; tērā te mōari ō‘ou e rerea maī ra e Nga‘u. that’s your swing there that Nga‘u is having a swing on; kua rere atu māua nā runga i te pa‘īrere. we flew by plane. ‘Ētū rere, shooting star. Rere ā mate, fall down in a swoon, faint. Kua rere ā mate ‘ua taua va‘inē ra. the woman just fell down in a faint. Rere kākā, to skip. Ka ‘aere au kā rere kākā. I‘m going skipping. Rere mōari, to swing on a mōari. Tē rere mōari nei māua. we‘re having a swing. Pa‘īrere, aero-plane. Tē rere atū ra te pa‘ī rere. the aeroplane is flying away; Rerevao, wild, running wild, always escaping to the bush (of animals). ‘E puaka rerevao tēnā, ‘akararata‘ia. that pig is a wild one, you must tame it. Vairere, waterfall. 2. n. A jump, etc. ‘E rere roa tē ka āru mai i muri ake i te rere teitei. the next event after the high jump will be a long jump. 3. v.i. Feel a surge of emotion. Kua rere ‘ua ‘aia i te rekareka. he was overwhelmed with joy; kua rere tōna mauri i tōna kite‘anga i te tūpāpaku. it gave him a nasty turn (his heart missed a beat, his heart was in his mouth, etc.) when he saw the ghost. [Pn. *lele.]"
rerekue,", n. kind of fishing net."
rererere,", (-a), v.i., fq. rere. Fly, flit, leap, swing through the air, etc. Kua rererere te au manu i te ‘aruru‘anga te pupu‘i. The birds flew away when the gun went off; e tiaki kia tāpū te torōka ka rererere ei kōtou ki raro. wait for the truck to stop before you jump down; ‘auraka e rererere ki runga i te kai, kāre e pou iā koe. don’t rush for the food like that, there is more than you can possibly eat; ka ‘apai au i teia kākā ki te ‘āpi‘i ‘ei rererere nā tātou. I‘ll take this kākā-creeper to school for us to skip with; kua rererere te pepe mei tēta‘i tiare ki tēta‘i. the butterfly flitted from flower to flower; kua rerererea te mōari ōku e te tamariki. the children have been swinging on my swing. [rere RR.]"
reru,", (-a, -‘ia). 1. To pound, thump, strike with a heavy resounding blow. Tē reru nei au i te poke. I‘m pounding the poke (pudding); kua reru ‘aia i te kaingākai. he thumped the table; kua reru ‘aia i te naero ki te ‘āmara. he struck the nail with the hammer; ‘ea‘a koe i reru mai ei i tōku mokotua? What did you thump my back for?; kua rerua te i‘o o te māramarama ki te toka ē kua nga‘anga‘ā. the window has been shattered with a blow from a stone (someone holding stone, not throwing it); kua tōpiri reru ‘ua ia i te pā. he slammed shut the door. 2. to bump (intr.). Kua reru te mōtokā i te ‘aere‘anga tēta‘i uira nā raro i te va‘arua. the car bumped as one wheel went over the pit (in the road). 3. n. A pounder, pestle. Tē ma‘ani reru nei au. I‘m making a pestle. rērue, rēruē, n. Train. Kua tae mai te rēruē i te ora varu i te pōpongi. the train has arrived at eight in the morning; tē tiaki rēruē nei au. I‘m waiting for the train; kua nā runga ‘aia i te rēruē mua. he caught the first train. Ara rērue, railway line. [Eng. railway.]"
rerunga,", nom. Mortar. Kua reru ki roto i te rerunga, beaten in a mortar (Num. 11.8)."
rerureru,", (-a, -‘ia), fq. reru. Thump, pound, strike heavy blow. ‘Auraka e rerureru i te kaingākai ki te mō‘ina, ka pākikokiko. don’t keep banging the bottle on the table, you‘ll take the paint off; kua rerurerua te rākau kia piri ē kua tāpeka‘ia te ‘oro‘enua ki runga. the stake was driven firmly into the ground and the horse tethered to it. [reru RR.]"
reta,"1, n., (Bib. leta). 1. Letter (of alphabet), word. E tātā koe ‘ei reta ma‘ata. write a capital letter. Putungā-reta, word. Ko te reta pakari tēia i roto i tēia au putungā-reta kātoatoa. this is the most difficult letter of all these words. Patupatu reta, type-writer. Nō kō i te toa o Viri tāku patupatu reta. I got my typewriter from Viri’s store over there. 2. Letter (correspondence). Tē tātā nei au i teia reta ki tōku māmā. I‘m writing this letter to my mother; tē tātā reta nei au ki te Kāvana. I‘m writing to the Governor. [Eng. letter.]"
reta,"2, n., (Bib. reza). Razor, razor-blade. ‘E reta ‘ōu tā‘au e tāmou ki runga i te pū, kua mania tēnā. put a new blade in the razor, that one is blunt; ka rave koe i tetai reza varu tanga ra. take thee a barber’s razor (Ezek. 5.1). tē ‘akakoi reta nei au ki runga i te kiri. I‘m sharpening my razor. Pū reta, safety razor, without blade. Nōku tēnā pū reta. that’s my razor. Reta varu va‘a, razor. Reta mātipi, reta ‘a‘atu, cutthroat razor. [Eng. razor.] rēti‘a, n. A type of poke in which mashed bananas, pawpaws and pumpkins are mixed with coconut cream before being baked. Tē ‘ore‘ore meika para nei māua ‘ei ma‘ani rēti‘a. we‘re peeling ripe bananas to make rēti‘a with; ‘Ē rua ēia ko‘u rēti‘a. here are two wrappings of rēti‘a; tīpūpūa mai te rēti‘a ki runga i te mereki. slice up the rēti‘a and serve it out on the plates. rētio, see rātio. rētita, (-‘ia, rētitā‘ia). 1. To register, enter on a register. Tē rētita nei au i tō‘ou ingoa kia riro ‘ei mema nō teia karapu. I‘m putting your name down in the register as a member of this club; kua ‘ēkōkō ‘aia i te rētita‘anga i tōna ‘oro‘enua nō te tā‘emo‘emo, nō te mea kāre i rava te terēni. he was doubtful whether to register his horse for the race because it was insufficiently trained; i mua ake ka rētita‘ia ai te ingoa o te tamariki, kua nā mua te pū ‘āpi‘i i te ‘akapāpū meitaki i tō rātou rā ‘ānau‘anga. before the children’s names were entered in the register the teacher checked carefully their dates of births. Puka rētita, a register. 2. Regis-trar. E kave i te ingoa o te pēpe ki kō i te rētita kia rētitā‘ia. take the baby’s name over to the registrar to be registered. [Eng. register.] Rētiteni Komitiona. Resident Commis-sioner."
re‘u,", n. Ash, cinders. Pākokoa te re‘u ki te pae, kā ta‘u ei koe i te a‘i. rake out the ashes before you light the fire; kua tāre‘ua tōna kōpapa e kua ‘apaina mai tōna re‘u ki Rarotonga nei. his body was cremated and his ashes brought here to Rarotonga. ‘Apinga kākapu re‘u ‘ava‘ava, ashtray. [Pn. *refu.]"
re‘ure‘u,", v.i. Grey, ash-coloured. Kua re‘ure‘u tōna rauru nō te pue‘u o te tīmēni. his hair was grey with cement dust; e pēni re‘ure‘u koe i te ngūtupa o te ‘āua. paint the gate grey; ‘e piripou re‘ure‘u tōna i ‘a‘ao ei ki te pure. he wore grey trousers to church; kāre au e ‘inangaro i tēnā pona nō te re‘ure‘u i te toretore. I don’t like that dress because of the grey stripes. [re‘u RR.]"
