Word/Phrase,Description & Definition
ariki,", n. 1. High chief, ruler over a tribe (vaka tangata). Ariki pūtokotoko, a supporting chief, esp. one with know-ledge of tribal tradition. Ariki tūtara, the ariki’s second-in-command, originally usually a younger brother. ‘E ariki tūtara ‘aia nō Ngāti Tangi‘ia. he was deputy high chief of the Tangi‘ia clan. Ariki tumu, paramount high chief. 2. King. ‘E ariki rongonui ‘aia ē te ‘akamoe‘au. he was a famous king, who worked for peace; ko te ‘are ariki tēia. this is the palace; ‘e no‘o‘anga ariki tika ai tōku ki taua ‘enua. when I was in that country I really lived like a king. Ariki va‘ine, queen. Te ariki va‘ine o te pō, queen-of-the-night, a flower name (? Cestrum nocturnam). (See kauariki.) [Pn. *‘ariki.] ‘āriki1, 1. (-a, -na, -‘ia). Put a covering on (i) something, to cover something over, lay (a table). Kua ‘āriki ‘aia i te toka ki te ‘ōrei ‘ei ngā‘i no‘o‘anga nōna. he spread his handker-chief on the rock to make somewhere to sit; E ‘āriki i te umu ki te pūmāika kā tuku ei i te kai ki raro. cover the oven with pūmāika (q.v.) before you put the food down in; E ‘āriki i te kaingākai. put the cloth on the table; kua oti te kai i te ‘āriki, ‘aere mai kaikai. the table is laid, come and eat; ‘enua ‘āriki tā‘onga, land which goes with a title. 2. n. Anything used as a cover or covering, something to put things on, a holder, container. ‘E rau meika te ‘āriki i tā mātou kai. we use banana leaves to put our food on; ‘e ‘āriki tōpa petetue tēnā. that’s a thick sofa cover; ‘e a‘a tā‘au ‘āriki vai? what are you going to keep the water in? ‘Āriki kaingākai, tablecloth. ‘Āriki ro‘i, bedspread, quilt, blanket, sheet. ‘E paruai ‘ua nei tōna ‘āriki ro‘i. her quilt is plain calico. ‘Āriki ta‘ua, floor covering, mat. 3. n. Banana leaf. E ina i te ‘āriki ka va‘ī ei i te ika. soften the banana leaves over the fire before you wrap up the fish. 4. n. Saucer. Te ‘āriki o tēia kapu kai tī, the saucer that belongs with this teacup. (See ‘ārikiriki1.) [Pn. *faaliki.] ‘āriki2, (-a, -na, -‘ia). 1. Welcome, receive, accept, accommodate (guests). Kua ‘āriki meitaki rātou iāku i tōku tae‘anga ki tō rātou ‘enua. they gave me a friendly welcome when I got to their country; kāre e rauka te ‘ōtera kia ‘āriki ia tātou. the hotel can’t take us. 2. Accept, approve, agree to (a proposal). E ‘āriki ‘ua ana mātou i te tika a te rēpirī. we always accept the referee’s decision; kua ‘āriki ‘aia i tāna utunga ma te ngākau māro‘iro‘i. he took his punishment bravely; kua toto‘u‘ia ē kāre rava ‘e tangata i ‘āriki atu. it was predicted and nobody would believe it; kua rekareka ma‘ata ‘aia i tō mātou ‘āriki‘anga i tōna manako. he was very pleased when we approved his proposal; kāre e ‘ārikia tā‘au tuatua, nō te mea tē no‘o pekapeka ‘ua nei ngā pae tangata. they won’t agree to what you’ve said, because the two sides are at logger-heads. (See ‘ārikiriki2.) ‘āriki‘anga, nom. Reception, welcome. Kua rave‘ia tā mātou ‘āriki‘anga iāia ki te kāinga ‘orometua. we held the reception for him at the mission-house. [‘āriki2, ‘anga4.] ‘ārikina1, pass. ‘āriki1. cover. [‘āriki1, na4.] ‘ārikina2, pass. ‘āriki2. accept. [‘āriki2, na4.] ‘ārikiriki1, (-a, -na, -‘ia), fq. ‘āriki1. 1. Spread a covering over something. Kua ‘ārikiriki ‘aia i te ngā‘i no‘o‘anga o te manu‘iri ki te moenga. he spread mats where the guests were to sit; tei te ‘ārikiriki ‘aia i te au ro‘i ki te tīvaevae. she is covering the beds with the patchwork quilts; kua tauturu ‘aia iāku i te ‘ārikiriki‘anga i te au kaingākai nō te umukai. she helped me put the cloths on the tables for the feast. 2. n. Nappy, diaper. Tē pu‘a ‘ārikiriki nei au nō te pēpe. I‘m washing the baby’s nappies; kia oti tēia kete ‘ārikiriki i te ‘akatika ka ‘aere ei tāua. we‘ll go when we’ve ironed this basket of nappies. [‘āriki1 Rr.] ‘ārikiriki2, (-a, -na, -‘ia), fq. ‘āriki2. Welcome, receive, accept. Kua ‘ārikiriki‘ia rātou i tō rātou tae‘anga mai. they were welcomed on their arrival. [‘āriki2 Rr.] ‘ārikirikina1, pass. ‘ārikiriki1. cover. [‘āriki1 Rr, -na4.] ‘ārikirikina2, pass. ‘ārikiriki2. welcome. [‘āriki2 Rr, -na4.] ‘ārio, n. Silver (the metal, silver money is moni teatea). Kua pūpū rātou i te ‘auro ē te ‘ārio ki te ariki. they presented the king with gold and silver; ‘e poe ‘ārio tōna. she has silver earrings. [Gk arguros.]"
ariri,", n. Rough turban snail (Turbo setosus). Tē ko‘i arirī ra māua i rere mai ei taua pa‘īrere. we were collecting ariri when the plane flew over; ‘e mitiore ariri tā māua i kai ei. we had mitiore with ariri in it; ‘auraka e tiritiri ‘ua i te anga o te ariri. don’t throw the ariri shells around. (See tāariri.) [Pn. *‘alili.] ‘ārite, see ‘āite. ‘āriu, v.i. 1. Turn around. Kua ‘āriu mai ‘aia ki muri i tōku kāpiki atu‘anga. he turned (to look) back when I called out; kua kite mai ‘aia iāku i tōna ‘āriu‘anga ki tēta‘i tua i te ara. he saw me when he turned around to (face) the other side of the road; E ‘āriu mai tō taringa ki tāku tuatua. pay attention to what I say. 2. v.t. Turn (an ear), i.e. listen attentively. Kua ‘āriu ‘aia i tōna taringa ki te reo auē. he turned to listen to the screaming. (See ‘āriuriu.) [Pn. *faliu.] ‘āriuriu, v.i., fq. ‘āriu. Turn around. ‘E a‘a tā‘au e ‘āriuriu ‘uā ra? what is it you keep looking around for? [‘āriu Rr.]"
aro,", n. 1. The front of the body, the front or face of something, that side (of a piece of material) which faces outwards, the upper surface (of a leaf, as opposed to tua, back), that end of a coconut which contains the eyes (same as mata). E ‘uri mai koe i tō‘ou aro kia ‘ākara au ē ‘e a‘a tērā au to‘u i runga i tō rae. turn around and face me so I can examine those spots on your forehead; ko te aro tēia o te kāka‘u mē tui koe. this will be the right side (i.e outward side) of the material when you sew it up; kua tuatua mai ‘aia i mua tika ai i tōku aro. he said it right in front of me; te aro o te ora, the face of the clock; te aro o te vaka, the front of the canoe; te aro o te mato, the face of the cliff; te aro o te ‘are, the front (main entrance) of the house; ‘e ‘āuri aro ‘ā tāna i vero ei. he hurled a four-flanged spear. 2. Ply (of rope or wood). Kua rauka katoa iāia i te ‘iri i te taura ‘ē toru aro. he could also braid three-ply ropes; rākau aro toru, three-ply wood. (See aroaro, piriaro.) [Pn. *‘aro.] ‘ārō, (-a, -‘ia). Peep, peek. Kua tāmata ‘aia i te ‘ārō nā roto i te puta tāviri. he tried to peep through the keyhole; ko ‘ai tērā e ‘ārō maira i muri i te pi‘a? who is that peeping from behind the box?; ‘aere ‘ārō‘ia te tangatā ra mē kua ‘aere. go and take a peep to see if the man has gone. (See ‘ārōrō.)"
aro‘a,", (-‘ia). 1. Greet, welcome, salute, offer good wishes (esp. to guests on arrival or departure). Kua aro‘a mai ‘aia kiāku i tōku ‘ākara atu‘anga kiāia. he greeted me when I glanced at him; kua nā mua ‘aia i te aro‘a i te ‘uipā‘anga i ‘akakite ei ‘aia i tōna manako. he greeted the assembly and then expressed his views; ‘e mānganui te au taeake tei ‘aere mai ki te pae tai i te aro‘a atu i te tere tangata. many friends came to the beach to wish the travellers good speed. 2. v.t., n. Welcome with a gift, present (i) sbdy with (ki) something; a gift (usu. ‘apinga ro‘a). Kua aro‘a mai ‘aia iāku ki te moni ē te ‘apinga. he gave me presents of money and goods; ko tāku ‘apinga aro‘a tēia kiā koe nō tō‘ou rā ‘ānau‘anga. here is my present for your birthday; kua aro‘a‘ia ‘aia ki te pare ē te moenga. he was presented with hats and mats; ‘e mea aro‘a ‘ua mai nāna. he gave it simply as a gift (not expecting payment in return). 3. v.t. Forgive, have pity on. ‘e te Atua, ‘e aro‘a mai iāku i te tangata ‘ara nei. O Lord, forgive me, a sinner; kua pati ‘akatenga rātou kiāia kia aro‘a mai ‘aia ia rātou. they begged him to take pity on them; ka aro‘a au iā koe i teia taime, mē mou ‘aka‘ou iāku ka ‘apai rava au ki te ture. I‘ll let you off this time, but if I catch you again I‘ll have the law on you. 4. n. Kindness, sympathy, sorrow (for sbdy in trouble), love (i.e divine love, or loving kindness, not love between sexes, cf. ‘inangaro). ‘E aro‘a tika ai tōku i taua va‘ine taka‘uā ra. I feel very sorry for the widow; nō te aro‘a ‘ua o te Atua i taea mai ei tātou e te mārama mei runga mai. through the grace of God the light (of understanding) has descended upon us. [Pn. *‘alo‘ofa.]"
aroaro,", n., fq. aro. Face, presence. Kua ‘akakite ‘aia ki mua i tō rātou aroaro i tōna tere i tae mai ei. he explained in their presence why he had come; kua no‘o ‘aia ki mua i tōku aroaro ē ma‘ata ‘ua atu ‘aia. he lived with me until he was grown up. [aro RR.] ‘āroeroe, v.i. Feeble, listless, drooping, low (in health or spirits). Nō tōna tū ‘āroeroe, nō reira kua manako māua i te tuku iāia ki tēta‘i ‘enua kē. she was so listless and miserable that we decided to send her abroad; nō te marō pa‘a i tupu ‘āroeroe ei taua rākau. it has been so dry, perhaps that’s why the plants are doing badly. [‘ā-8, roeroe.]"
aronga,", nom. Group (of people, but not used before ariki, rangatira, mata‘iapo, or metua). Ko tērā aronga tei tae mua mai. those people arrived first; tē tūtaki aronga ‘anga‘angā ra ‘aia nāna. he’s paying out his workmen; kua ‘aere ‘aia ki te kave aronga tautai. he’s gone to take a fishing party out; ‘e aronga kino rātou. they are a wicked lot. ‘ārōrō, (-a, -‘ia), fq. ‘ārō. Peep. E ngari kia ārai‘ia tēia ngā‘i kia kore kōtou e ‘ārōrō‘ia e te tangata mē ‘akatūtū i tā kōtou ‘ura. better curtain this place off, so that people can’t peep in at you while you are practising your dance. [‘ārō Rr.] ‘ārote, (-a, -‘ia), n. Plough. E ‘ārote i te one ‘ē toru taime kā tanu ei i te meika. plough the ground three times before you plant bananas; kua ‘ati te mata o te ‘ārote. the ploughshare has broken; tē kika ‘ārotē ra tōna ngā ‘oro‘enua. his pair of horses are pulling the plough; kua ‘ārotea taua ngā‘ī ra ‘ei tanu kūmara. that place was ploughed up to plant kumara; kāre i paru meitaki te one i tō kōrua ‘ārote‘anga. you didn’t break the soil up enough when you ploughed it; ‘Ārote matīni, rotary hoe. [Gk arotron.]"
aru,", rt. *Follow. (See āru, aruaru, arumaki-(maki), tauāru, tuaru.) [Pn. *‘alu.]"
‘aru,", (-a, -‘ia). Snatch away, to seize (property) by force, loot, plunder. ‘E a‘a kōtou kā ‘aru ‘ua ai i tāna ‘apinga i kore ei kōtou e vao‘o kia tu‘a meitaki? why did you snatch his things away instead of leaving them to be shared out properly?; kāre e rauka ia rātou i te ‘aru i taua kāinga ra, nō te mea tē no‘ō ra te aronga tiaki. they won’t be able to raid that place because guards are posted; kua ‘arua tōna kāingā e te ‘ānana keiā. thieves raided his house; kua ‘akautunga‘ia ‘aia i tōna ‘aru-‘anga i te ‘apinga tanu i runga i te ‘enua o tōna taeake. he was fined for stealing crops from his friend’s land. ‘Aru ā paka, to do something roughly or violently. ‘Auraka e ‘aru ā paka ‘ua i te ‘ōrei i te motu, e oraora. don’t be rough cleaning the wound, it’s tender. āru, (-a, -‘ia). 1. Accompany, go with (sbdy), travel on (a ship, bus, etc.). ‘Auraka e āru mai iāku, kā mate koe i te pongi. don’t come with me, you‘ll get hungry; kāre au e tae i te āru ia rātou, kā riri taku pāpā. I can’t go with them, my father would be angry; mē kua āru mai taku tamaiti i teia pa‘ī? I wonder if my son is on this ship?; ‘ī rua ōku āru‘anga i te pa‘ī ki Ma‘uke. twice I’ve been to Ma‘uke on the ship. 2. Pursue, follow. Ka ārua koe e te ‘akavā mē ‘aka‘oro viviki koe. the police will follow you if you drive quickly; kua āru ‘aia i te ana ki te ‘openga. he followed the cave to the end; kua āru ‘aia i te rua tapuae o tōna metua. he followed in his father’s footsteps; ka āru au i tāna ako. I shall follow his advice; e aru i te mataara, follow the road; e āru i te ‘akakite‘anga, follow the instructions; kāre tōku manako e āru ki tē reira parāni. I don’t go along with that plan. ‘Āru rāvenga, imitate, copy. ‘E tangata āru rāvenga tika ai koe. you‘re a proper copycat. [aru rR.]"
aruaru,", (-a, -‘ia). 1. Chase. I aruaru‘ia ana e te puakaoa taua puakani‘ō ra i nakōnei, tērā, kua ‘oki ‘aka‘ou mai. the dog chased that goat off some time ago, and there it is back again now. 2. Try hard, pursue (a goal) with determination. Kua aruaru ‘aia kia riro iāia te rē. he tried his best to win; ‘e tamaiti aruaru ‘aia i te ‘āpi‘i. he always tries hard at school; ko te rua mata‘iti tēia i tō rātou aruaru‘anga kia vai rāi te kapu tēniti kia rātou. this is the second year that they have tried their hardest to retain the tennis cup. [aru RR.]"
arumaki,", (-a, -na, -‘ia). Chase, drive off, expel. Kua arumaki te puakaoa i te kiore ngiāo. the dog chased the cat; kua arumakia ‘aia e te ‘akavā ē kua mou. he was chased by the police and caught; kua rererere te manu i tōna arumaki‘anga. the birds flew away when he drove them off; kāre e rauka ‘aia i te arumaki mei runga i te ‘enua, nō te mea ‘e tika‘anga tōna. he can’t be turned off the land, he has a right to be there. [aru, maki3.]"
arumakimaki,", (-a, -‘ia), fq. arumaki. 1. Chase, drive off. Kua arumakimaki au ia rātou, kāre rā i mou. I’ve been chasing them, but I didn’t catch them; kua arumakimakina māua e te puakaoa. we were chased by the dog. 2. Play tig. ‘Aere mai, ka arumakimaki tāua. come on, let’s play tig. [aru, maki3 RR.]"
arumakimakina,", pass. arumakimaki. chase, drive off. [aru, maki3 RR, -na4.]"
arumakina,", pass. arumaki. chase, drive off. [aru, maki3, -na4.] ‘āruna, n. Ark. Te ‘āruna a te Atua, the ark of God."
‘aruru,", v.i. 1. Rumble, bang, roar, ex-plode. Kua ‘aruru te māngūngū ē kua nga‘ā te i‘o. there was clap of thunder and the glass shattered; kua ‘aruru te paura ki roto i tōna rima. the firework went off in his hands; ko te ‘aruru ngaru ‘ua tā māua i rongo ei. we heard only the roar of the waves. 2. Deep (of voices, instruments). ‘E tangata reo ‘aruru. it’s someone with a deep voice; ‘e kītā tangi ‘aruru tēnā. that guitar has got a deep tone. (See ‘ārurururu, ‘aka‘aruru, ‘aka‘ārurururu, tā‘aruru, tā‘ārurururu.) ‘ārurururu, v.i., fq. ‘aruru. Rumble, ex-plode. Kua ‘ārurururu ‘ua te pupu‘i i taua pō ē ao ‘ua atu. the guns were going off all the night until dawn; ko te ‘ārurururu ‘ua o te pi‘a tāku i ‘akarongo ei. all I heard was the noise of the crates banging. [‘aruru, Rr.] ‘āruru, (-a, -‘ia), v.i. Shelter from the wind, esp. to turn a ship into the wind. Kua ‘āruru rātou ki muri i te motu. they took shelter behind the island; kāre ‘e meitaki i te ‘āruru i te pa‘ī ki konei, ‘e piri roa ki te tau. it’s no good bringing the ship in here for shelter, it’s too close to the shoals; kua tukutuku rātou i te au kie i tōku ‘āruru‘anga i te pa‘ī. they lowered the sails when I turned her into the wind. [‘ā-8-9, ruru2.]"
ata,"1, 1. v.i. Become visible, take shape, form (of images). E kāpiki mai koe mē ata mai te pa‘ī. call out when the ship comes into view; kua ata mai te tūtū i runga i te rīpene. the image began to form on the negative; kua mūtēkī rātou i te ata‘anga mai te teata. they fell quiet when the picture appeared on the screen; kā ata tō‘ou tūtū ki roto i te i‘o. your reflection will appear in the mirror. 2. v.i. Loom up, appear indistinctly or momentarily (used esp. of shadows’ reflections, or things half-glimpsed). Kua ata ‘ua atu iāia tēta‘i ‘ētū. he just caught a glimpse of a star; kua ata mai ‘aia iāku. I caught a vague glimpse of him; tērā ‘a Mea e ata akēra nā muri i te ‘are. there’s whats-his-name slipping (half-seen) around the back of the house; ata pō‘itirere mai te tika tika ai. the truth suddenly dawned. 3. n. Shadow, reflection, silhouette. ‘E ata tangata tērā i runga i te patu. there is somene’s shadow on the wall; te ata o te patu, the shadow of the wall; te ata o te marama i runga i te kiriātai, the moon’s reflection on the water; kua kite atu ‘aia i tōna ata i raro i te vai. she saw her reflection down in the water; kua roroa mai te au ata i te tae‘anga ki te a‘ia‘i. shadows lengthened as evening approached; ko te ata ‘ua o te a‘i tā māua i kite ei. we only caught a glimpse (or saw the reflection) of the fire; kua kite au i tōna ata pōiri ‘ua i roto i te mārama o te rangi. I saw his silhouette dark against the sky. atā ao, n., the first light of dawn (light reflected in the eastern sky before the sun rises). tē kake mai nei te atā ao. the dawn light is mounting into the sky. Atā moe, n., something imagined in the night when half-asleep. ‘E atā moe ‘ua nā‘au. it was just something you imagined in the night. (See ataata1, ‘akaata(ata)1; ‘ākirāta, (mā)māiāta, tātāiāta.) [Pn. *‘ata.]"
ata,"2, v.i. Take fright at something, be intimidated. Kua tuki ‘aia i taua tamaitī ra ‘ē toru taime kia ata, kāre rava ‘e rāvenga. he charged at the boy three times to frighten him off, but it had no effect. (See ataata2, tāata(ata)2.)"
ata,"3, n. Hearts (the card suit). ‘E ata te ‘uri. hearts are trumps; nā‘au i tuku mai i te va‘ine ata. it was you who played the queen of hearts. [Eng. heart.]"
-ata,"4, in ‘ōata, third night of the moon. (cf. ata1.) atā ao, n. See ata1."
‘ata,", 1. v.i. Propped up (on some support), resting on top of something. Kua ‘ata tēnā tua i te pi‘a, ‘e ‘apinga pa‘a tei raro ake. the box is higher at that end, maybe there is something underneath; kua ‘ata tēia ngā‘i i te kupenga ki runga i te toka. this part of the net is resting on a rock. 2. n. Raised framework rack or platform (used for drying things). ‘E ‘atā ika marō tērā i ta‘atai. that’s a platform of dried fish there on the beach. (See ‘ata‘ata, ‘atamira, ‘atāmoa, ‘atarau, pā‘ata(ata), tā‘ata(ata).)"
ataata,"1, v.i. Loom (of shadowy shapes); shadows, reflections (fq. ata1). ‘E mea tērā e ataata ‘uā ra i raro i tērā pū rākau. there is something vague and shadowy there under that tree; nō te keukeu i te ataata i te rākau, nō reira ‘aia i manako ei ē ‘e tūpāpaku. because the shadows of the trees were moving, she thought it was a ghost. [ata1 RR.]"
ataata,"2, v.i., fq. ata2. Be afraid, take fright. ‘Auraka koe e ataata i te ‘aere i te ‘ārāvei iāia, ‘e tangata tauturu ‘aia i te aronga tei roko‘ia e te manamanatā. don’t be afraid to go and see him, he‘ll always help people who are in trouble; kua riri ‘aia kiāku i te ataata‘anga te moa. he was angry with me when the fowls became alarmed. [ata2 RR.]"
‘ata‘ata,", 1. v.i., fq. ‘ata1. Rest on top of something be propped up here and there, roost. Kāre i mako meitaki te kupenga i te tuku, nō reira i ‘ata‘ata ‘aere ei. the net wasn’t cast properly, so it has caught up here and there (on the rocks); kua ‘oro‘oro te ika ki va‘o i te ‘ata‘ata‘anga te kupenga. the fish escaped when the net snagged; ‘auraka ‘e ‘akatika i te moa kia ‘ata‘ata ki runga i teia pū rākau. don’t let the chickens roost on this tree; ‘e pū rākau ‘ata‘ata tēnā nō te moa, ‘auraka ‘e tīpū. that’s the fowls’ roosting tree, don’t cut it down. 2. n. Roost. Tē kakē ra te moa ki runga i tō rātou ‘ata‘ata. the chickens are going up to their roost. [‘ata1 RR.] ‘ātangaroa, n. The long-tailed cuckoo (Eudynamis taitensis) (‘Ātiu dial. = Rar. karavia). Tāupeupe te ūpoko o te ‘ātanga-roa. rock the head of the cuckoo. (See pātangaroa.)"
‘atamira,", n. The ceremonial litter, carved seat or throne of an ariki. Kua ‘akano‘o‘ia te ariki ki runga i te ‘atamira ē kua amo‘ia mei tēta‘i ‘ope i te ‘ōire ki tēta‘i. the ariki was installed on his throne and carried from one end of the village to the other. [‘ata1, -mira.] ‘atāmoa, n. Scaffolding. Kua ‘akatū‘ia te ‘atāmoa takapini i te ‘are nō te pēni‘anga i te patu. scaffolding was erected around the house for painting the walls; ‘e au rākau ma‘ani ‘atāmoa tēnā. those poles are to make scaffolding with. [‘ata1, moa1.]"
‘atarau,", n. 1. Altar, raised part of chancel where altar stands. Kua tuku rātou i ta‘ito i tā rātou ‘ātinga karakarātio ki runga i te ‘atarau ma te pūpū ki te Atua. in the old days they used to lay their offerings on the altar and offer them up to God. 2. Pulpit. Kua tū te ‘orometua i runga i te ‘atarau ē kua ‘akapa‘apa‘a i te ‘īmene. the pastor stood in the pulpit and announced the hymn. ‘ātava, n. Branch, twig. Paria tēnā ‘ātava, ‘e tautau roa ki raro. prune that branch off, it’s hanging down too low; ‘e rākau ‘ātava pakari tēnā. that tree has tough branches; tē tīpūpū ‘ātava ‘ānani marō nei māua. we‘re pruning the dead branches off the orange-trees. (See ‘ātavatava.) ‘ātavatava, n., pl. ‘ātava. Branches. ‘Eia‘a tēnā au ‘ātavatava rākau nā‘au? What are you going to do with those branches?; kāre e meitaki te rakau ‘ātavatava ‘ei pū ‘āuri. poles with side branches are no good for spear handles. [‘ātava Rr.] ate. n. Liver. ‘E ate puakatoro tā māua i kai ei ma te u‘i. we had ox-liver and yams; ‘ī rua ‘ua paunu ate, kua rava. just two pounds of liver is enough; tē tunutunu ate puaka nei au. I‘m cooking pig’s liver. Ate māmā, cowardly, faint-hearted. ‘e tangata ate māmā, a cowardly person. Ate pakari, stout-hearted. (See atemāmā.) [Pn. *‘ate1.] ‘āte, n. Hell. Mē ka mārō kōtou i te rave i te kino, kā no‘o tō kōtou vaerua ki ‘āte. if you persist in doing evil, your souls will abide in hell. [Gk hadès.] ātea1, v.i. 1. Wide, broad; width. ‘E kauvai ātea ē te ‘ō‘onu, a wide and deep river; e ma‘ani ātea i te mataara kia ō ‘ē rua pere‘ō i te taime ‘okota‘i. make the road wider so it will take two wagons at a time; ‘e ātea roa tēnā tua. that end is too wide; kua ātea mai te ana. the cave widened out; ‘ea‘a te ātea i tēnā rākau? what is the width of that plank? 2. Clear, open, unobstructed; an open space. Ka ‘aere tāua i teianei, koia i ātea ai te mataara. let’s go now while the road is clear; ‘e ‘enua ātea ‘ua, kāre ‘e ‘apinga i runga. it’s just bare open country, there is nothing growing on it; kā tano teia ātea ‘ei ngā‘i tārekareka. this open space would make a good sports ground. i (ki) te ngā‘i ātea, out in the open, unconcealed. ‘e poitini tei roto i tēnā mō‘ina, ‘auraka e vao‘o ki te ngā‘i ātea. there is poison in that bottle, don’t leave it out in the open. 3. At a distance, well clear; intervening distance or space. Kua tū ātea ‘aia nō tōna mataku. he stood well clear because he was scared. 4. Disperse, clear away (of mist, clouds, trouble). Kua ātea te ko‘u. the mist has cleared; kua ātea tōku manamanatā i teianei. my worries are over now; kua rekareka ‘aia i te ātea‘anga tōna manamanatā. he was pleased that his difficulties had cleared up. (See āteatea, kātea, mātea, tāātea(tea).) [Pn. *‘aa-tea.] ‘ātea2, n. Black-tipped cod (Epinephelus fasciatus). Ātea3, prop.n. The Sky-Father of Polynesian mythology. Ko Ātea ki runga, ko Papa ki raro, Sky-Father above, Earth-Mother below. (cf. ātea1.) āteatea, v.i., fq. ātea1. 1. Wide apart, spaced out. ‘E āteatea roa te pā i tā‘au tōmāti. your tomato rows are too far apart; e tanu āteatea i te nū. put the coco-nut plants in well apart. 2. Open, clear, unobstructed. Kua āteatea teia ngā‘i i te pari‘ia‘anga te rākau ki raro. this place is quite open now that the trees have been chopped down; ko te mea ngā‘i āteatea ‘ua tēia ‘ei ‘akatū i te ‘are. this is the only bit of open space to build the house in; ‘e porotito āteatea, a spacious verandah. 3. Clear away, disperse and leave clear. I te āteatea‘anga te tumu rangi, kua kakā ‘aka‘ou mai te au ‘ētū. as the clouds cleared away, the stars twinkled out again. [ātea1, rR.] ‘āteatea, v.i. Whitish. [‘ā-8, tea RR.] atemāmā, n. Lungs. ‘E maki tei kitea ki runga i tōna atemāmā. some disease was noticed on his lungs; kua tunu ‘aia i te atemāmā o te puaka nā te puakaoa. he boiled the pig’s lungs for the dog. [ate, māmā1.] ‘ātete, n. Side-drum. Nā‘ai e rutu i te ‘ātete? Who is going to play the side-drum?; tē ‘akaeta ‘ātetē ra ‘aia. he is tightening up the side-drum; tītē ‘ātete, side-drum stick."
‘ati,", v.i. 1. Snap, break across (not length-wise, cf. nga‘ā split), (a) fracture. Kua ‘ati te rākau i tōku rutu‘anga iāia. the cane snapped when I beat him; kāre tēnā ‘ātava nō te ‘ati iā koe. you won’t be able to break that branch; kua ‘ati iā koe te mouranga. you have broken the handle; kua auē ‘aia nō te mamae i tōna vaevae ‘ati. he shouted out from the pain in his broken leg; tei te rima kauī te ‘ati. the fracture is in the left arm. ‘Ati ngākau, v.i. heartbroken, heartbreak. ‘E ‘ati ngākau pa‘a tōna maki. maybe it’s a broken heart he’s suffering from; kua ‘ati ngākau ‘aia. he’s heartbroken. Ira ‘ati, v.i. crack. Kua ira ‘ati te pū pē. the handle of the spade is cracked. 2. Fold over, crease. Kua ‘ati te kapi o te puka nō tei ‘e‘eu mako-kore ‘aia. the page of the book was creased for he had turned it over carelessly. 3. Break up, scatter (of crowd, meeting). Kua ‘ati atū ra rātou ma te mataku i te ‘akarongo‘anga i te ‘aruru pupu‘i. they scattered in terror when they heard the gunfire; kua ‘ati te ‘uipā‘anga. the meeting has broken up; tērā e ‘ati maī ra taua aronga ‘akatupu pekapeka. that bunch of troublemakers are breaking up and coming this way. 4. Suffer pun-ishment, calamity, injury, defeat, weari-ness (cf. mate). Kua ‘ati meitaki rāua i te ‘akautunga‘ia e te pū ‘āpi‘i. they felt it all right when the master punished them; kua ‘ati tēta‘i tangata. one of the players has been injured; kāre tō rātou pupu pāpōro nō te ‘ati. their team won’t lose; kā ‘ati koe iāku. I shall beat you; kua tuku rātou i te ‘au i te ‘ati‘anga tō rātou nuku. they surrendered when their army was defeat-ed. ‘Ati i te kata, burst out laughing. Kua ‘ati rātou i te kata. they burst out laughing. 5. Break (of wave, cf. ‘a‘ati) . Kua ‘ati te ngaru. the wave broke (usually ‘a‘ati). (See ‘a‘ati, ‘atia, ‘ātia, ‘ati‘ati, ‘ātinga, tā‘ati(‘ati).) [Pn. *fati.] ‘āti, n. Hatch, hold. Kua vā‘i rātou i te au ‘āti. they have opened the hatches; kua ‘akatomo rātou i te kākō ki roto i te ‘āti. they loaded the cargo into the hold. [Eng. hatch.]"
‘atia,", see ‘ātia. ‘ātia, ‘atia, pass. ‘a‘ati, break; ‘atia record-ed only in the imperative: ‘atia tēnā ‘ātava, break off that branch."
‘ati‘anga,", see ‘atinga1. [‘ati, -‘anga4.]"
‘ati‘ati,", 1. v.i., fq. ‘ati. (a) Snap off, break across. Kua ‘ati‘ati tōna au ni‘o i mua i te ū‘anga i te moto. his front teeth snapped off when the punch landed; kua ‘ati‘ati tōna kaokao i te kata. he split his sides laughing. (b) Fold over, crease up. ‘Auraka e no‘o makokore, ka ‘ati‘ati tō kāka‘u. don’t sit down carelessly, your dress will get creased up. (c) Disperse, break up, break away (of a crowd). Tērā rātou e ‘ati‘ati atū ra ki te ‘ākarakara tēniti. there they are drifting off to watch the tennis. (d) Suffer punishment, defeat, exhaustion). Kua ‘ati‘ati meitaki tika ai ‘aia i te ro‘iro‘i. he’s absolutely all in, (completely exhausted). (e) Flexible, lissom, supple. ‘E tamā‘ine kōpapa ‘ati‘ati tērā i te ‘ura. that girl has a supple body when she dances. (f) Break (of waves). Kua mataku rāua i te ‘ati‘ati‘anga te ngaru ki roto i tō rāua vaka. they were scared when the waves were breaking into their canoe. 2. v.t. (fq. ‘a‘ati). Break something into pieces, fold into creases. Kua ‘ati‘atia te tō, takita‘i pona i te tamaiti. the sugarcane was broken up, one piece for each child; e ‘ati‘ati i te pēpa ka tāuru ei ki roto i te tīkiro. fold the letter up and put it in the envelope. [‘ati, RR.]"
