Word/Phrase,Description & Definition
nene,", v.i. Ejaculate semen, have orgasm. Kua ‘eke te toa ‘oro‘enua ki raro mei runga i te u‘a i tōna nene‘anga. the stallion dismounted from the mare after ejaculating. [Pn. *nene.] nēnē, (-a, -‘ia). To make up one’s stake (when one has raised the ante at poker). I tōna nēnē‘anga i tāna parāni, kua ‘akaāri te pere, nō te mea kāre ‘e tangata i peta. when he had put down the rest of his stake, the cards were shown, because no one else bet."
nene‘i,", (-a, -‘ia). 1. (a) Photograph something. Kua nene‘i‘ia ‘aia i tōna kake‘anga ki uta. he was photographed as he stepped ashore; kua nene‘i ‘aia i te tamariki ‘āpi‘i. he took a snap of the school children. Rīpene nene‘i, photographic film. E ‘oko mai koe nāku tēta‘i rīpene nene‘i. buy me a film. (b) Print something. E nene‘i mai koe kia ma‘ata te puka mē ka rauka iā koe. print as many books as you can. Matīni nene‘i tuatua, printing press. Tangata nene‘i tuatua, printer. 2. n. Camera. Tēia te nene‘i meitaki ē te ‘oko māmā. here is a good camera and cheap too. Nene‘i oriori, cinecamera. nēneva, (-‘ia), v.i. Insane, crazy, frantic; insanity; insanely. Kua ‘apai rātou iāia ki roto i te ‘are maki i tōna nēneva‘anga. they put him in the asylum when he went out of his mind; ka nēnevā‘ia te mīmiti o tērā tangata. that man will be driven out of his wits; kua nēneva te va‘ine i te kimi‘anga i tāna tamaiti i ngaro. the woman was frantic with searching for her lost child; ‘E nēneva tika ai au i te manako ē mamae. I was very silly to think it would hurt; i ‘aere nēneva ‘ua mai māua ma te kite kore ē tei ‘ea tō‘ou kāinga. we foolishly came not knowing where your home was. (See tā-/‘aka-nēneva.) [Np. *ne-newa.] nēpu, nipa, n. Nib. Kua ‘ati te nēpu o tāku pēni ‘inika. the nib of my pen has broken. [Eng. nib.]"
neta,", n., (Bib. neza). Hawk. Te sakapha, e te neza, the cuckoo and the hawk (Lev. 11.16). [Heb. nets.] nēti1, n. Net (for loading or unloading cargo). Kua tuku rātou i te kākō mei runga atu i te pa‘ī ki roto i te poti nā roto i te nēti. they lowered the cargo from the ship to the lighter in a net. [Eng. net.] nēti2, n. Nurse. Kua ‘ākono meitaki te au nēti i te aronga maki i roto i te ‘are maki. the nurses looked after the patients well in the hospital. [Eng. nurse.]"
ne‘u,", v.i., (obsol., Bib.). Moulder, tarnish. Kua piro ta kotou apinga maata e kua pou to kotou kakau i te neu. your numerous possessions have rotted and your gar-ments mouldered away (Jam. 5.2). (See mōnene‘u.) [Np. *nefu2.]"
-neva,", see nevaneva, (?) nēneva."
nevaneva,", in the phrase mata nevaneva, (?) frantic, distraught. Naringa au kua akangere i te ao i ta ratou inangaro, e kua mata nevaneva te vaine takaua iaku i te tapapa anga, if I had withheld from the poor what they needed, or left the widow distraught with waiting (for succour) (Job 31.16). [mata1, -neva RR.]"
ni‘a,", n. Brink, edge, brim, rim. Kua tū te puakani‘o ki te ni‘a o te mato. the goat stood at the edge of the precipice; te ni‘a o te va‘arua, the edge of the pit; te ni‘a o te kauvai, bank of the river; te ni‘a o te karāti, the rim of the glass. (See ni‘ani‘a, ni‘ani‘ā‘au.)"
ni‘ani‘a,", v.i. Exalted, of high renown. In the phrase: te vaka ni‘ani‘a o ngā ariki, the renowned canoe of the two kings. [ni‘a RR.] ni‘ani‘ā‘au, v.i., (Bib.). Be at peace and ease (= pōnuiā‘au). I nianiā‘au ua ana Moabi mei tona ou anga mairai. Moab has been at peace and ease ever since its youth (Jer. 48.11). [ni‘a RR, ‘au1.] nīkau, n. Coconut frond (Ait. dial., cf. Rar. kīkau). [Ce. *niikau.]"
-nimo,", see (‘aka-)takanimo(nimo), koro-takanimo. [Pn. *nimo2.] nīmōnia, niumōnia, n. Pneumonia. ‘E nīmōnia te maki i mate ei ‘aia. it was pneumonia he died of. [Eng. pneumonia.]"
nina,", (ninā‘ia). Ravage, lay waste, sack. Kua nina te nuku o Kuro i tō mātou ‘ōire ē kua tari i te au mea pu‘apinga. Kuro’s raiding party sacked our village and made off with things that were valuable; kua ninā‘ia e te vai puke te ‘apinga tanu. crops were devastated by the floodwater. [Ta. *nina.]"
nini-,", in niniore, wizened, q.v. nīnī, neinei, n. A small tree (Fitchia speciosa). ‘E mānea te pua o te nīnī. the nīnī flowers are lovely. [Ta. *neinei.]"
niniore,", v.i. Shrivelled, wizened (of undeveloped fruit or runt animals). Nō te rava kore i te ū o te tīnana puaka, nō reira i niniore ei te punupunua. the sow didn’t give enough milk, that’s why the piglets are runted; kāre au e ‘inangaro i tēnā meika niniore. I don’t want those shriv-elled bananas. (See ‘akaniniore.) [nini-, 
-ore.] nīnira, n. Linen. [Eng. linen]. ninītā, n. Pawpaw (Ait. dial. = Rar. nītā)."
ni‘o,", 1. n. (a) Tooth. Kua ‘uru ‘aia i tōna ni‘o ‘ē rua taime i te rā. she brushed her teeth twice a day; ‘E tamaiti ni‘o meitaki koe. you’ve got good teeth, son; ‘Akatea i te ni‘o, to bare the teeth. Ni‘o kai ū, milk teeth. Ni‘o kakati, incisor. Ni‘o kapu, dentures. ‘Ē‘ia te moni i tō‘ou ni‘o kapu? how much were your dentures? Ni‘o kiko, gumboil. Ni‘o ma‘ani ‘ua, artificial teeth, false teeth. Ni‘o moni, gold tooth. Ni‘o pikika‘a, false teeth. Ni‘o ponga, molar. Ni‘o puta, decayed tooth. Vairākau ni‘o, toothpaste, teething powder. (b) Beak (of octopus). Te ni‘o o te ‘eke, the beak of the octopus. (c) Sting (part of wasp, bee etc.). E kiriti koe i te ni‘o o te rango i runga i taku mokotua, take the wasp sting out of my back. (d) Tusk. Te ni‘o mingi o te ‘erepani, the curved tusk of the elephant. (e) (Bib.). Horn. Kua rave akerā Zadoka taunga i tetai nio manongi no roto i te Are, e kua akatainu atura ia Solomona. then Zadok the priest took a horn of oil from the tent and anointed Solomon (1 Kings 1.39). (f) Cog, cogwheel. Kua pou te ni‘o o tōku pātikara. the cogwheel has gone on my bike. 2. v.i. Sprout (of seeds), put out a shoot. Kua ni‘o te ‘ua kāpati tāku i rūrū i te Mōnitē. the cabbage seeds I sowed on Monday have sprouted; tē ni‘o mai nei te ‘uri o tēia pū meika. this banana sucker is shooting. (See ni‘oni‘o, ‘akani‘o(ni‘o), kikoni‘o, puakani‘o.) [Pn. *nifo.]"
ni‘oka,", n. Dimple. Te ni‘oka i runga i tōna pāpāringa, the dimple in her cheek."
ni‘oni‘o,", v.i., fq. ni‘o. Sprout. Kua ni‘oni‘o mai te rau ‘ōu o te rākau i tēianei. the trees are coming into leaf now; mē kite koe i te ‘ua i te ni‘oni‘o‘anga, when you see the seeds germinating. [ni‘o RR.]"
nipa,", n. Nib (of a pen). [Eng. nib.]"
nira,"1, n. Needle. ‘E ‘apai mai koe i te nira ma te taura kia tīvae au i tō piripou. bring a needle and thread so that I can patch your trousers. Nira ‘āuri, sewing-machine needle. Nira tui pūtē kōpara, sack-needle. [Eng. needle.]"
nira,"2, v.i., (colloq.). Be in a funk, afraid of losing. Nō tei nira tō kōtou pupu, nō reira kōtou i kimi kōto‘e ei. your team is scared, that is why you tried to back out. nītā, n. Papaya, pawpaw (Carica papaya). Kua ‘a‘aki rātou i te nītā para ‘ei kai nā te puaka. they picked the ripe pawpaws as food for the pigs; ‘Aere ‘a‘aki rau nītā mai ‘ei ko‘u i te remu. go and pick some papaya leaves to wrap the seaweed in. (See ninītā.) nītō, n. Name of a leguminous tree, Leucaena sp(p). (? Leucaena glauca, the West Indian lead tree). E ‘aere kōtou ki Matavera e pari nītō mai ‘ei ka‘o nō tō tātou ‘are. go to Matavera and cut some nītō rafters for our house; ‘E rākau tīpū ngatā te nītō mē marō. nītō wood is very hard to cut when it is dry."
niu,", n. Coconut tree (Ait. dial. = Rar. nū). [Pn. *niu.]"
niuniu,", n. 1. Wire. ‘Aere mai ka pōkai niuniu tāua. come on let’s roll up this wire; tēia te kōera niuniu ‘ei ‘āua i tā‘au one meika. here is the coil of wire to fence in your plot of bananas. Niuniu taratara, barbed wire. Niuniu ‘āuā moa, chicken wire, wire netting. 2. Leader, trace (connecting hook to fishing line). Kua motu te niuniu o te matau i te kai‘anga te mangō ki runga. the leader on the hook snapped when the shark bit. 3. String (of banjo etc.). Kua motu taku niuniu kītā. my guitar string has broken. Niuniu tauraki kāka‘u, clothes line. Niuniu pātikara, spoke (of bicycle wheel). (See tāniuniu.) nō, prep. 1. (a) Belonging to, of (where the possession is, or is conventionally treated as, inherent, inalienable, non-agentive: cf. nā3). Nō ‘ai tēia pare? who does this hat belong to?; nō Viriamu tēnā ‘are. that’s Viriamu’s house; nō te aronga ‘anga‘anga tēia au pātikara. these bikes belong to the workmen; te kō‘ī ‘āuri nō te kiri vai, the nozzle that goes on the hose; ‘E tungāne ‘aia nō te ‘oa o tōku teina. he is the brother of my younger sister’s friend. (b) In giving the date. ‘E rā varu tēia nō Tiurai. it is the eighth of July. (c) In giving the half-hour. ‘Āpa nō te ora toru, half-past three. 2. For (the future inherent possession of). Ka ‘ōake koe i tēnā ‘oro‘enua nō ‘ai? who are you going to give that horse to?; tē tui nei au i tēia piripou nō Tau. I‘m making these trousers for Tau (to wear). 3. For (a particular purpose). Tēia te vai meitaki nō te inu. this is good water for drinking. 4. Engaged in (an activity). Kua ūkī mātou i te ta‘ua, kāreka rātou nō te pēni ‘are. we scrubbed the floors, but they were house-painting; nō te a‘a koe? what have you been doing?; kāre rava au nō te ‘irinaki ‘aka‘ou iā koe. I‘ll certainly never trust you again; kāre tēnā ‘ātava nō te ‘ati iā koe. you‘ll not break that branch. 5. In nō te ... mai, from (a place). Nō Ma‘uke mai mātou. we come from Ma‘uke; nō ‘ea te ngā‘i i kite ei koe i tēia moni? where did you find this money?; nō ‘ea tā‘au? where did you get that story?; nō te maunga mai tēia kā‘ui meika. this bunch of bananas comes from up on the hill; te ngā‘i nō reira mai rātou, the place they came from; nō roto i te puka te ngā‘i i kiriti mai ei i tēia tuatua. I’ve taken this extract from a book. 6. Because of, as a result of, for (a reason). Nō te matangi i kino ei te rākau. it is because of the wind that the plants have been damaged; kāre ‘aia e tae mai ki te ‘anga‘anga nō te maki. he won’t be coming to work due to illness; kua pāpā ‘aia iā Pere nō te kanga i te vai. he beat Pere for mucking about with the water; nō reira...(ei), that’s why, so. Nō te konākava iāia, nō reira ‘aia i ū ei ki runga i te mōtokā. because he was drunk, that’s the reason he bumped into the car; tē ‘aere nei au ki Avarua, nō reira ‘auraka koe e ‘aere mai ki te kāinga. I‘m going to Avarua, so don’t come to the house. Nō te mea, because, for the (following) reason. Nō te mea kua tārevakē ‘aia, kua ‘aere mai ‘aia kua tatarā‘ara. because he was in the wrong he came and apologised; nō tei (+ verb), because (= nō te (mea) i). Nō tei ‘ā tōna reo, because his voice was hoarse (cf. nō te ‘ā i tōna reo, because of the hoarseness in his voice); kua ‘eke te tamaiti nō tei inu i te miti ‘aka‘eke. the child has diarrhoea through drinking Epsom salts. 7. About, concerning, (esp. nō runga i). Te ture nō te ‘akakore i te ‘anga‘anga i te rā Tāpati, the law about prohibiting work on the Sabbath; kua ‘aere ‘aia ki te taote nō te mu‘u i tōna taringa. he went to the doctor about the deafness in his ear; kāre ōku manako nō runga i tēnā tumu tuatua. I have no views about that item on the agenda. 8. Nō te a‘a, (but) yes, (on the contrary) yes (- an affirmative reply to a negative question). Kāre koe e ‘inangaro i te ika? Nō te a‘a! don’t you want the fish? Oh yes!; kāre koe e ‘oki mai? Nō te a‘a. aren’t you coming back? Yes, of course. 9. Nō ātu, a (mis)spelling of noa atu, although. (See nōku, nō‘ou, nōna.) [n-, ō1.] [Pn. *nŒo.]"
noa,"1, 1. v.i. Ordinary, esp. free of taboo, not sacred, unsanctified. Kua noa tēnā marae, ‘auraka e mataku i te ‘aere ki runga. that marae is not taboo, don’t be afraid to walk on it; i te noa‘anga te kai o te ‘ōro‘a, kua ‘akaātea te au ti‘ākono i te kai. when the Eucharist had been decon-secrated, the deacons removed it. 2. conj. Noa atu (ē), no matter (that), notwith-standing, even though, in spite of. Noa atu ē ‘e a‘a tā‘au tuatua, kāre rāi ‘aia e ‘akarongo. no matter what you say, he still won’t listen; ka ‘aere au, noa atu ē kāre au i pati‘ia ana. I shall go, even though I haven’t been invited; ‘E taura pakari noa atu te meangiti. it is a strong cord in spite of being thin; noa atu te ua, ka ‘aere rāi au. never mind the rain, I‘m still going to go. Noa atu!, No matter! never mind! so what! Ka pāpāia koe e te pū‘āpi‘i. Noa atu! the teacher will beat you. So what! 3. In the phrase ē tēia noa ai, right up until now. Mei taua mata‘iti mai tōna ‘akaruke‘anga i tōna ipukarea ē tēia noa ai, from the year he left his birthplace right up to now. (See ‘akanoa(noa), tānoa(noa); nōātu, nō9.) [Pn. *noa.]"
noa,"2, n. Brown booby (Sula leucogaster) (Pukapuka dial.)."
Noema,", prop.n. November. Ko Noema te marama i tupu ei te maki ‘ōni‘o. November was the month we had the out-break of chickenpox. [Eng. November.]"
-noi,", see noinoi."
noinoi,", a variant of nuinui, covet, desire greedily. [-noi RR.]"
noko,", n. Stern, stern decking (of a canoe) (N.G.Pt. dial.). ‘Utu noko, Barringtonia wood to make the stern of a canoe. [Pn. *noko1.] nōku, (nō prep. + -ku pers.pron.). Be-longing to me, for me, because of me, etc. Nōku tēia ‘enua mei te tai ki te maunga. this land belongs to me from the sea to the mountains, e ‘apai mai koe i tēta‘i ko‘u tiare māori ‘ei ma‘ani ‘ei nōku. bring me a bunch of gardenias so I can make myself a garland; nōku ‘aia i ‘aere mai ei ki tēia kāinga. it was on my account that he came to this house. nōmena, n. 1. Meaning, sense, signific-ance. Kāre ‘e nōmena i tā‘au tuatua. there is no sense in what you say; ‘E a‘a te nōmena o tā‘au tuatua? what is the sig-nificance of what you’ve said? 2. Noun. ‘Akataka mai i te nōmena i roto i tēia putunga tuatua. pick out the noun in this sentence; nōmena ‘akataka, adjective. [Lat. nomen.] nōna, (nō prep. + -na3 pers.pron.). Be-longing to him/her, for him/her, because of him/her. Nōna tēnā pare. that hat belongs to him; ka ‘apai au i tēia nū nōna. I‘ll take him this coconut (to drink); nōna au i tae mai ei ki tēia ‘ōire. it was due to him that I got to this village."
noni,"1, (-a). Scramble for something, snatch at something. Kua noni rātou i te vī para i roto i te pi‘a. they scrambled for the ripe mangoes in the box; te apinga ta ratou i noni ra i te enua o te Philiseti, the spoil they had seized in the land of the Philistines (1 Sam. 30.16). (See noninoni, kōnoni-(noni), noninga, nonipōro.)"
noni,"2, n., (obsol.). A tree (Morinda citrifolia), (= nono). [Pn. *noni.]"
noninga,", nom. 1. The act of scrambling (= noni‘anga). Noningā pōro, (rugby) scrimmage. 2. The game of rugby (= nonipōro). [noni1, -nga2.]"
noninoni,", (-a), fq. noni1. Scramble for possession. Kua noninoni rātou nō te no‘o‘anga  meitaki. they scrambled for the best seats. Kai noninoni, to eat voraciously. [noni1 RR.] nonipōro, n. Rugby. Kua ‘aere te tamariki ‘āpi‘i ki te nonipōro. the children went to play rugby; te aronga nonipōro, the rugby players. [noni1, pōro.]"
nono,", n. A small tree, Morinda citrifolia. Kua kai te puaka i te ‘ua o te nono, the pigs ate the Morinda fruit; e ‘aere koe e katokato rau nono mai ‘ei tāpoki i te umu. you go and pick some Morinda leaves to cover the oven with. [Ta. *nono < Pn. *noni.]    ILL.    nono (Morinda citrifolia) nōnono‘o, v.i., du. pl. no‘o. Sit, stay. Rare, now usu. nono‘o. Kua nōnono‘o rātou ki ta‘atai i te kite‘anga i te pa‘ī tākie. they stayed on at the beach when they saw the sailing ship. [nono‘o rR.]"
nono‘o,", v.i., du. pl. no‘o. Sit, stay. ‘E a‘a kōrua i nono‘o ei i kona? why did you stay there? [no‘o rR.]"
no‘o,", (-a, -‘ia, -ria), v.i. 1. Stay, remain, abide. Kua no‘o rāua ki Avarua ē tae ‘ua mai te pa‘ī. they stayed in Avarua until the ship arrived; kā tae koe i te no‘o ki te kāinga ākonei i te pō? can you manage to stay at home tonight?; ko te moa no‘o kāinga tēnā, tē vaī ra te moa koka. that’s the chicken that stays at home, there’s one that wanders off; tē no‘o pekapeka ‘ua nei ngā pae tangata. both sides are still at loggerheads; no‘o ‘ēkōkō, remain in doubt or suspense; kua no‘o ‘ua te matangi ki tokerau. the wind sat in the north; kua ‘akatika‘ia ‘aia kia no‘o mei te ‘āpi‘i. he was allowed to stay away from school; e no‘o ki tā‘au tika. abide by your promise. 2. Live, dwell, settle in a place. Kua no‘o pōnuiā‘au ‘ua rātou ē te rekareka. they lived in complete peace and happiness; kua no‘o rāua ki te pae tai i tō rātou tae‘anga ki Rarotonga. they lived on the coast when they came to Rarotonga; kua no‘o‘ia tēia motu e te tangata nō te ma‘ata i te ika. people lived on this island because the fish were so plentiful. 3. Stay still, pause, stop. Kua ‘oro viviki te ‘oro‘enua ē i te kite‘anga i tōna pū, kua no‘o. the horse galloped, but stopped when it saw its master; kua no‘o ‘aia i tēta‘i mānga taime poto. he paused for a little while; noo ua iora te Atua i te rā itu i tana katoa ra angaanga. and God rested on the seventh day from all his works (Heb. 4.4); no‘o ‘ua te ‘anga‘anga i tēia rā. there’s no work today. 4. Sit. E no‘o koe ki raro ē kai i tā‘au kai. sit down and eat your food; i no‘o‘ia ana tēia au no‘o‘anga e te tangata. people have been sitting in these chairs; tetai punua asini, kua erekia, kare oki i nooia e te tangata, a young ass, tethered, and never sat on (Mark 11.2). No‘o tū, sit upright. E no‘o tū koe, kia māoro au i tō‘ou mokotua. sit up so I can rub your back. 5. Occupy (a place, location, post). Kua ‘oki te manu ki te ngā‘i tei no‘o‘ia e tāna ‘anaunga. the bird returned to where her brood were; kua no‘o ‘aia ki runga i te tā‘onga mata‘iapo ē mate ‘ua atu. he held the mata‘iapo title until his death; i no‘oria ana tēia ‘are e tēta‘i tangata, ko Tānara. this house used to be occupied by some-one called TŒanara; no‘o‘ia tēia ngā‘i e te tūpāpaku. this place is haunted; kua no‘o‘ia tēia repo taro e te patapata. this taro swamp is infested with blight; e no‘o ‘ua koe, nāku e tuatua. you keep out of it, I‘ll do the talking; noa atu ‘a Pā kia no‘o, ka ‘autū rāi mātou. it makes no difference if PŒa is out (of the team), we‘ll still win. E no‘o (ake) rā, goodbye (stay there) said by the person leaving); e no‘o rā, kia manuia kōtou. goodbye and good luck. No‘o tāne, married (of a woman), no‘o va‘ine, married (of a man). Kua no‘o tāne ‘aia. she is married. No‘o ngatā, unsettled, restless(ness). Kua no‘o ngatā ‘ua rāua, nō te mea tē pekapeka ‘uā ra tō rātou ‘enua. they led an unsettled exist-ence because the country was troubled; ‘E no‘o ngatā tikāi tōna. he is very unsettled. No‘o ki runga i te turi, kneel. E no‘o ki runga i tō‘ou turi. kneel down. (See nono‘o, no‘ono‘o, nōnono‘o, no‘onga, no‘o‘anga, ‘akano‘o(no‘o), tāno‘o(no‘o).) [Pn. *nofo.]"
no‘o‘anga,", no‘onga, nom. Seat, chair, place one sits in or occupies. Ka pēni no‘o‘anga tāua. let’s paint the seats; kua ‘apai mai ‘aia i te au vaevae no‘o‘anga kia tāpiripiri māua. he has brought the chair legs for us to assemble; no‘o‘anga ‘oro-‘enua, horse saddle. [no‘o, -‘anga4 2. or 
-nga2.]"
no‘onga,", nom. Chair. (See no‘o‘anga.)"
no‘ono‘o,", (-a, -‘ia, -ria), v.i., fq. no‘o. Stay, live, sit. Mē ‘aere koe ki te ‘āpi‘i, ‘auraka rava koe e no‘ono‘o i runga i te mataara. don’t hang about on the road on your way to school; i tō kōtou no‘ono‘o-‘anga ki te kāinga, kāre rava tēta‘i ia kōtou i tātā pēpa mai. all the time you were home, not one of you wrote (me) a letter; tēia te au no‘o‘anga ‘ei no‘ono‘o nō kōtou. here are some chairs for you to sit on. [no‘o RR.]"
no‘ono‘oria,", pass. no‘ono‘o. Stay. [no‘o RR, -ria2.]"
no‘oria,", pass. no‘o. Stay. [no‘o, -ria2.] no‘otū, a spelling of no‘o tū, sit up. E kite akera ia Petero, kua nootu ua maira aia ki runga. and then she saw Peter and sat up (Acts 9.40). [no‘o, tū1.] nō‘ou, (nō pp. + -‘ou3 pers.pron.). Be-longing to you, for you, because of you, etc. Nō‘ou tēia pare? is this your hat? (See nō.)"
-nou,", see nounou."
no‘u,", n. Stonefish, scorpionfish (Suanceiidae, Scorpaenidae spp.). I te puta‘anga tōku vaevae i te no‘u, kua pāpā au ki te rākau kia ta‘e te toto kino. when I stabbed my foot on a stonefish, I beat it with a stick to bleed the poison out; kua kai no‘u ‘aia. he ate some stonefish. No‘u one and no‘u toka, varieties of no‘u. [Pn. *nofu.] nounou. Covet. (See nuinui.) [-nou RR.] nū1, n. 1. Coconut tree. E kake koe ki runga i tērā pū nū e ‘a‘aki mai i te ‘akari. climb that coconut tree and pick the dry nuts; e ‘aere koe e pari pakā nū mai ‘ei ‘āuri i te pereue o tō pāpā. go and chop some coconut bark for (putting in the iron and) ironing your father’s coat. 2. A coconut at a stage of development when it contains liquid suitable for drinking. Kua ‘ōmai te tamā‘ine i te nū kia inu au. the girl gave me a coconut to drink. 3. Some varietal and descriptive terms: nū ‘arakita, nū ‘araketa, a variety bearing clusters of numerous small nuts; nū kura, same as nū muramura; nū māngaro, a variety with a thin, green, sweet, partially edible husk; nū mata, a nut at just the right stage for drinking (See mata2); nū muramura, nut with reddish outer husk; nū pōkura, a nut with a reddish shell used medicinally; nū uri, a nut with a bluish-green husk; nū vairākau, same as nū pōkura. 4. Palm tree (general term). Nū tāmara, date palm and its fruit. (cf. niu.) [Pn. *niu.] nū2, n. The letter N. [from Gk.] Nū3, in place names: Nū Tirēni, New Zealand; Nū Kāretōnia, New Caledonia, etc. [Eng. new.] nū4, an element in some plant names, see nūmata, nūroa, nūtupa."
nua,"1, loc.n. Top (N.G.Pt. dial., cf. Rar. runga)."
-nua,"2, (?) see ānuanua, rainbow; cf. nua1. [Tah. *ni‘a.] nūāenga, n. Indian shot, canna lily (Cannaceae). Kua katokato ‘aia i te rau o te nūāenga ‘ei tāpoki i te umu kūmara. she nipped off the canna lily’s leaves to cover the oven containing kumara."
nui,"1, v.i. 1. Vast, large, high-ranking, important, plentiful, loud, abundant (mainly N.G.Pt. dial., Rar. tends to use ma‘ata in these senses). Kua kāpiki nui atū ra ‘a Rū ki ā Tangaroa. RŒu called out loudly to Tangaroa. 2. Esp. in the phrases (a) ‘apinga nui, (have) much wealth: kua ‘apinga nui ‘aia. he is very well off; ‘E tangata ‘apinga nui ‘aia. he is a rich man; (b) kakī nui, (have) great desire: nō tōna kakī nui i te ‘anga‘anga, nō reira kua roko‘ia ‘aia e te maki ma‘ata. he had such a lust for work that he made himself very ill. 3. Pregnant. Kua nui tāku tīnana puaka. my sow is pregnant; kua ‘ākara te taote i te au va‘ine nui. the doctor examined the pregnant women. (See mānganui, nunui, pāpānunui, ririnui, rongonui, tukutukura‘onui, ‘akanui, ‘aka-vānui.) [Np. *nui.]"
-nui,"2, see nuinui, covet greedily. nuingāngare. Perfect, absolute. The word occurs in the Bible in the phrase ‘au nuingāngare, perfect peace. E au nuingangare tona, koia i irinaki ia koe. he shall have perfect peace who trusteth in these (Is. 26.3); e noo oki toku ra iti tangata ki roto i te are au nuingangare. and my people shall dwell in a house of perfect peace (Is. 32.18)."
nuinui,", noinoi, nounou, v.t. Desire intensely, covet(ing), greedy. Kare rava akenei au i noinoi i te ario a te tangata katoa nei. I have never yet coveted any man’s silver (Acts 20.33); kua noinoi ‘aia kia ‘ōronga‘ia mai tāna ika kia ma‘ata. he desperately wanted to be given a large share of fish; kua nuinui te tamaiti i te au ‘enua o tōna metua kia riro iāia. the son was very keen that his father’s land should come to him; nō tōna nuinui i taku pereue, nō reira ‘aia i keiāi. he took a fancy to my coat, so he stole it; ko te kai nuinui‘ia tēia e te tangata. this is the dish people go for; i tōna nuinui‘anga kia rauka ia rātou te rē, kua tuku ‘aia i tōna māro‘iro‘i ‘openga. he was so keen for them to win that he put all he had into the game. [-nui2, -noi, -nou RR.]"
nuka,", n. Terrace, ledge. Kua kōia te one ‘ē ono nuka. the earth was banked up into six terraces. (See (‘aka)nukanuka.) [Ce. *nuka2.]"
nukanuka,", n. Terraces, series of stepped levels or ledges. Ka nā tēia ngā‘i nukanuka au i te kake ki runga i te ivi. I shall climb the ridge by way of these ledges."
nuku,"1, n. 1. Organised group of people, troop (of soldiers), troupe. ‘E nuku ma‘ata tei ‘aere mai ki te tūroto i tēia ruāvai. it was a big party that came to see this pond; kua ‘akate‘ate‘amamao te va‘e‘au i roto i te ‘ōire i te tae‘anga mai te tuatua ē tē ‘aere maī ra te nuku tamaki. the warriors in the village made ready when the news came that a war party was coming. 2. A pageant, play based on a Bible story. Kua putuputu te au ‘Āpi‘i Tāpati ki Takamoa nō te ‘akaāri‘anga i tā rātou nuku. the Sunday Schools gathered at Takamoa to perform their pageants; ‘E mānea te kāka‘u nuku o tērā ‘Āpi‘i Tāpati. the pageant costumes of that Sunday School are lovely. [Np. *nuku2.]"
nuku-,"2, in place names: Nukuroa, the old (now ceremonial) name for Miti‘Œaro; Nukutere, an old name for Rarotonga. [Pn. *nuku1.]"
-nuku,"3, see (‘aka)manuku, (‘aka)mānuku-nuku. nūmata1, n. A variety of taro with white tubers, green leaves and stalk. [? nū, mata2.] nūmata2, n., (obsol. and Bib.). The white (of an egg). Te tui nei ainei te numata ua moa? does the white of an egg taste rich? (Job 6.6). [? nū mata2.] nūmero, 1. n. (a) Number, figure. E tuku i te nūmero ma‘ata ki runga ē te mea meangiti ki raro ka kiriti ei. put the big number on top and the little one under-neath when you are going to subtract; ‘E a‘a te nūmero o tērā mōtokā? what is the number of that car? tē ‘akaputuputu nūmero nei mātou. we are adding the figures up; Tāmaka nūmero ta‘i nga‘uru tē kā tano kiā Rae. size ten shoes will fit Rae; ‘E tangata nūmero ta‘i ‘aia i te tātā nūtipēpa. he’s a number one journalist, an ace reporter; (b) a sum, mathematics. E kimi mai i te tika i tēia nūmero. work out the answer to this sum; ‘E nūmero te ‘āpi‘i mua i tēia popongi. maths was the first lesson this morning. 2. (-a). To number something. Kua tārevakē tōku nūmero-‘anga i tēia au pi‘a ‘ānani. I made a mis-take when I was putting the numbers on these boxes of oranges; kua nūmeroa te pi‘a? has the box been numbered? [Lat. numeros.]"
nunui,", v.i. High-ranking, important (of people). Kua putuputu mai te aronga nunui o te ‘enua ma tō rātou vaka tangata katoa i te ‘āriki i te aronga tei ‘oki mai mei te tamaki. the important people of the country assembled, with their followers, to welcome those who returned from the war. [nui1 rR.] nūroa, nū roa, n. Name of a terrestrial orchid (Phaius emboinesis). [nū-4, roa3.] nūti, n. News. Kua tae mai te nūti mei ‘Ātiu mai ē kua tāpuni ‘a Mātipi rāua ko Pā nā runga i te poti. news came from ‘Ātiu that MŒatipi and PŒa had stowed away on a boat. Nūti takere, stale news. Tangata tātā nuti, journalist. Tangata ‘akakitekite nūti, news announcer. [Eng. news.] nūtipēpa, n. Newspaper. E ‘apai mai koe i tēnā tuatua ki te aronga tātā nūti kia nene‘i ki roto i te nūtipēpa. take your story to the newspaper people so they can print it in the paper. [Eng. newspaper.] nūtupa, n. Name of an orchid bearing a handsome chocolate-coloured spike of blossom (Phaius grandifolius).    NG"
nga-,"1, ngā-, pref. (See (tā-)nga‘ā, (tā-)
nga‘anga‘ā, (tā-)nga‘ae, (tā-)nga‘anga‘ae, ngāoi, ngāoioi, ngākoi‘ko‘i, nga‘oro.)"
